score,count,mean,std,min,median,max
PotentialUse_CRITIC,9540,0.6038619383030787,0.08590039390806711,0.2795381884623489,0.6056278720736255,0.8822126604004323
PotentialUse_CRITIC_percentile,9540,0.5,0.28870539543545176,0.0,0.5,1.0
PotentialUse_equal,9540,0.5958257143177632,0.07806413821773,0.3017229579424909,0.5925972903378249,0.8643241934641447
PotentialUse_equal_percentile,9540,0.5,0.28870539543545176,0.0,0.5,1.0
PotentialUse_entropy,9540,0.561245671381859,0.08310541116080193,0.2330994534179962,0.5618882790835906,0.8488774788636018
PotentialUse_entropy_percentile,9540,0.5,0.28870539543545176,0.0,0.5,1.0
