amplitude,iteration,spearman_with_base,top10_overlap_rate,top30_overlap_rate,w_topic_public_value_score,w_semantic_clarity_score,w_data_richness_score,w_machine_readability_score,w_timeliness_score,w_spatiotemporal_capability_score,w_combinability_score
0.1,16,0.999034811833635,0.9832285115303984,0.982879105520615,0.07893278792791529,0.1540987360869307,0.1340993032971497,0.2474738895348189,0.1550509169973714,0.15321792876200238,0.07712643739381163
0.1,17,0.9995498484331496,0.9905660377358491,0.9849755415793152,0.07632141229303484,0.1654966113460206,0.11306312405351365,0.24931337270925916,0.17037419276777957,0.13567004283800974,0.08976124399238244
0.1,18,0.9979346160913413,0.9727463312368972,0.9619147449336128,0.07981409613373223,0.16728153561921172,0.13674623558731822,0.2559802390798692,0.1443750969577421,0.13375470679555482,0.08204808982657176
0.1,19,0.9986492618743815,0.9811320754716981,0.9790356394129979,0.07698856360813612,0.15211288230494135,0.12203740813332507,0.25104640216369273,0.15899223878942828,0.1501114013215846,0.08871110367889179
0.1,20,0.9975479088257315,0.9874213836477987,0.9640111809923131,0.07247356273452495,0.15927017216038547,0.12672464581227094,0.2652036460647658,0.16176218353914354,0.13736930273192915,0.0771964869569799
0.1,21,0.9998509154844759,0.9926624737945493,0.9888190076869322,0.07034297937610315,0.16937232433776941,0.13012753988125786,0.24733594647920212,0.15902737113855314,0.14494530873614378,0.07884853005097062
0.1,22,0.995960436937553,0.9758909853249476,0.9524807826694619,0.06929315483854243,0.15048935925022536,0.13562927814927012,0.26865487382595393,0.1562256010140703,0.13408600089088088,0.08562173203105708
0.1,23,0.9997846664263479,0.9916142557651991,0.9877707896575821,0.07948541989008921,0.16591840690214366,0.1219279042313275,0.24228349339845406,0.16178654731524827,0.14514472845338142,0.08345349980935571
0.1,24,0.9991781224911366,0.980083857442348,0.982879105520615,0.07244763831844232,0.1722794146846969,0.13443479531727004,0.2393855438821718,0.14951258403411197,0.14666939967205705,0.08527062409124987
0.1,25,0.9980440489603397,0.9874213836477987,0.9685534591194969,0.07216659814411625,0.16657204624125427,0.11415173994620825,0.2586878378278552,0.1603137766321697,0.13922645886615326,0.08888154234224317
0.1,26,0.9967492790690272,0.9863731656184487,0.9556254367575122,0.07708575283441738,0.15771092151808094,0.1326124420670991,0.2632592647420005,0.14902940235950168,0.13603595886790798,0.08426625761099228
0.1,27,0.9981016601119238,0.9832285115303984,0.9682040531097135,0.0732736724899447,0.16642206429708936,0.13286176950227357,0.2618040317704336,0.15853914907316116,0.12823916336448046,0.07886014950261719
0.1,28,0.9961313085164417,0.9779874213836478,0.9594689028651293,0.08122239508801989,0.1514950803225698,0.12257845198993252,0.2569632936613651,0.1476678171017437,0.15110926743565192,0.08896369440071711
0.1,29,0.9985634832714892,0.9633123689727463,0.972396925227114,0.07382973506306104,0.17861491797702075,0.11680769642418906,0.23845423537012014,0.15141391350700575,0.15469121615948248,0.08618828549912075
0.1,30,0.9993198325785785,0.9863731656184487,0.9856743535988819,0.07233395906673379,0.15894593393158898,0.12929876681596517,0.24812524037324615,0.1528973225222537,0.14892534369914537,0.08947343359106695
0.1,31,0.996055029815414,0.9758909853249476,0.9587700908455625,0.07608188520106104,0.17648456508787988,0.11772025210970365,0.23341901805459597,0.17394659341897953,0.13181177399357588,0.09053591213420412
0.1,32,0.9991633788730908,0.989517819706499,0.9807826694619147,0.07330790797403451,0.1685924768295924,0.13500593417633333,0.24148608169781555,0.1551658192369309,0.13488165550568734,0.09156012457960594
0.1,33,0.9994227496010543,0.989517819706499,0.9835779175401816,0.06600926042670638,0.16842445003085962,0.13493605437725226,0.24774665799417558,0.16504165507595964,0.1371717640316236,0.08067015806342297
0.1,34,0.996831375785833,0.9842767295597484,0.9633123689727463,0.08341896353253778,0.1690407007729336,0.13177441153853484,0.2328649808936549,0.1641258476409041,0.13272739013310617,0.08604770548832857
0.1,35,0.9991540934300344,0.9853249475890985,0.9832285115303984,0.08026831329221493,0.16519792313561402,0.11872793003698817,0.2355448344780786,0.15954070156836336,0.14924526123882234,0.09147503624991857
0.1,36,0.9987118255773788,0.9821802935010482,0.9783368273934312,0.07392867916159895,0.15364555307420671,0.12077005441952987,0.2461514656148297,0.15868855838634227,0.15332879622024875,0.09348689312324372
0.1,37,0.9982576323527577,0.9758909853249476,0.9706498951781971,0.07615272887708609,0.15038626908794614,0.12351378634601651,0.26051304393540714,0.16790384576451578,0.13138002135363194,0.09015030463539642
0.1,38,0.9954470377269589,0.9853249475890985,0.9489867225716282,0.07541540844195455,0.16269171606955996,0.1216474650515938,0.26736156548988993,0.15449405682558973,0.1307580847783192,0.08763170334309257
0.1,39,0.9995454220016975,0.9863731656184487,0.9863731656184487,0.07553869783488841,0.1584509210164041,0.1272469300051445,0.254061494289291,0.17200953414759626,0.13637400528118693,0.07631841742548887
0.1,40,0.9989154580783494,0.9916142557651991,0.9769392033542977,0.07633522800867956,0.16468381561788195,0.11196425730707311,0.25408918049452744,0.164038933418211,0.14145296324817846,0.08743562190544857
0.1,41,0.9935476608157642,0.9591194968553459,0.9451432564640112,0.08058453702140424,0.152318034149017,0.13361077699436666,0.22983063241256316,0.1735077402126864,0.13771356609870603,0.09243471311125659
0.1,42,0.9962646650484069,0.9811320754716981,0.9619147449336128,0.07658888912361064,0.16882102297134063,0.1152885767440263,0.22652374244210344,0.16853612455072928,0.15235856625858377,0.09188307790960593
0.1,43,0.9949500327499261,0.9790356394129979,0.9503843466107617,0.07275412507386125,0.15520675971226178,0.12121306012549715,0.2636628666417197,0.14955402253967684,0.15020863273155843,0.08740053317542489
0.1,44,0.998607409029397,0.9664570230607966,0.9758909853249476,0.07496686405530287,0.14947317342184752,0.12395326550616702,0.25294888928690773,0.17933643018882753,0.13700969190504111,0.08231168563590616
0.1,45,0.9996191602013258,0.9947589098532494,0.9842767295597484,0.07395746463188092,0.16732808125163326,0.1163446688059617,0.24970183375735816,0.16373641249276893,0.1442767017353261,0.08465483732507091
0.1,46,0.9987163547948176,0.980083857442348,0.9793850454227813,0.07345101035338443,0.1537754625487528,0.11719979493048507,0.25519225955902947,0.1684751879597581,0.14753268847730058,0.08437359617128948
0.1,47,0.9988338176721707,0.9863731656184487,0.9779874213836478,0.07496980840807897,0.16167467817483425,0.12889439790763155,0.23792313441068166,0.16445853138968503,0.14598498484662428,0.08609446486246426
0.1,48,0.9955387663904475,0.9737945492662474,0.9580712788259959,0.0786405346515863,0.1780617733957148,0.13330927093982883,0.22728882064573372,0.1563876757775166,0.13887666658399497,0.08743525800562475
0.1,49,0.9971496022230388,0.9769392033542977,0.9643605870020965,0.07636967394854696,0.16126924614859733,0.1262145462296491,0.23356403114207028,0.17136619165784384,0.14489985383014517,0.08631645704314725
0.1,50,0.9987037646516848,0.980083857442348,0.9765897973445143,0.07490311225806681,0.1516406682543339,0.13236676670424052,0.24437836011269234,0.15732727721929554,0.1517095418603777,0.08767427359099322
0.1,51,0.9982397143794846,0.9832285115303984,0.9720475192173306,0.077645576527547,0.1560730317334949,0.12608859625438346,0.25408768182730407,0.15054741221555912,0.1463505486721439,0.08920715276956759
0.1,52,0.9986332301352207,0.9884696016771488,0.9716981132075472,0.07693755307056518,0.16460954714116907,0.1258063032873399,0.2576692346567086,0.1562059550042885,0.1343328792924243,0.08443852754750455
0.1,53,0.9947862258314286,0.9769392033542977,0.9454926624737946,0.07102852036213421,0.1693577341788365,0.11581913295139154,0.2687741796898934,0.15786765352660442,0.135578664710413,0.08157411458072696
0.1,54,0.9975654226207886,0.9842767295597484,0.9671558350803634,0.07584824632248675,0.1548245488787124,0.128352367121415,0.26048827367663635,0.155589904743303,0.14786438456885198,0.07703227468859458
0.1,55,0.9957980310983351,0.9853249475890985,0.9510831586303284,0.08189169277357917,0.1601445201319793,0.12537176350995136,0.2650543084128126,0.15136189283228058,0.12833788228030368,0.08783794005909348
0.1,56,0.999714266953836,0.9916142557651991,0.9881201956673655,0.07678114874506768,0.16538528541777198,0.11640507914507371,0.24882396774385054,0.1683841972422223,0.14125293364397037,0.08296738806204342
0.1,57,0.9996378767043751,0.989517819706499,0.9856743535988819,0.08217628658265438,0.15666528559247994,0.1359235109687591,0.247147640027827,0.1566586254518345,0.1366279425293521,0.08480070884709316
0.1,58,0.9969277770861743,0.9790356394129979,0.9633123689727463,0.08275961251268878,0.16346359696014678,0.12259424206810246,0.23340504332955153,0.17233502892681649,0.13315097307284787,0.0922915031298462
0.1,59,0.9980234592562811,0.9874213836477987,0.9703004891684137,0.08007989269011216,0.15578852005961713,0.1192290448651708,0.25985390306362044,0.162956003440788,0.14193461097570728,0.0801580249049842
0.1,60,0.9971979161838066,0.9727463312368972,0.9594689028651293,0.07750835781830075,0.17510359978698953,0.12481207935301082,0.25931827619984443,0.15890244281128013,0.12555341899345498,0.07880182503711948
0.1,61,0.9977831645957382,0.9853249475890985,0.9703004891684137,0.08036593182695066,0.1540431655273425,0.117975884113269,0.25851225431065245,0.16247780122986225,0.14765280996350913,0.0789721530284141
0.1,62,0.9982294903595357,0.9811320754716981,0.9716981132075472,0.08243035967381385,0.1518301254760972,0.13622060032967367,0.25479359170036514,0.14850539173681196,0.13845267684000723,0.08776725424323092
0.1,63,0.9995482953931435,0.9874213836477987,0.9870719776380154,0.08279695373481391,0.1607603624175674,0.13138995612777135,0.24185378222373524,0.15025102990259168,0.14524507899291525,0.08770283660060513
0.1,64,0.9970885467250684,0.9811320754716981,0.9626135569531796,0.0831123512177447,0.1601016851308715,0.133355199532585,0.2333668054307869,0.16687045689194757,0.14070907359616472,0.08248442819989964
0.1,65,0.9972648174637302,0.9790356394129979,0.960167714884696,0.07019846615991407,0.15150237896651728,0.12661917372708092,0.26391925647173153,0.1610162780397712,0.13331687315837162,0.09342757347661336
0.1,66,0.9983304613310716,0.9884696016771488,0.9703004891684137,0.07496466689075403,0.1635032514687219,0.12757286104164095,0.25986770656535535,0.15654020149684597,0.1408586083053421,0.07669270423133964
0.1,67,0.995869837593111,0.980083857442348,0.9566736547868623,0.07740115644762316,0.15970069756977706,0.13852321359433356,0.23155935312587927,0.16223350223899805,0.1361315392574445,0.09445053776594443
0.1,68,0.9982082524140989,0.9664570230607966,0.9727463312368972,0.07006554258625243,0.1501466801688274,0.12638843670895894,0.26124374796861344,0.17648393891216832,0.1295328887180509,0.08613876493712865
0.1,69,0.9979032806838795,0.9675052410901468,0.9706498951781971,0.0765256647709522,0.18286615659544522,0.11779354259793624,0.2349886648133512,0.15441631122962407,0.1380069236432263,0.09540273634946467
0.1,70,0.9981047714576968,0.9821802935010482,0.9713487071977638,0.0741741672983487,0.15328676539690328,0.13731901380256725,0.26020577230673136,0.15403522193363844,0.14004728891845505,0.08093177034335595
0.1,71,0.9997852813455512,0.9905660377358491,0.9912648497554158,0.08236679306069747,0.16166951921122727,0.12695428543599108,0.24276727626017444,0.15394110960057888,0.14152339169334913,0.09077762473798176
0.1,72,0.9974714399077433,0.9633123689727463,0.9577218728162125,0.07976346684938478,0.18027798884226404,0.12137820414200233,0.2520177477488523,0.15252384817730277,0.13346209987734378,0.08057664436284995
0.1,73,0.997267607266411,0.9758909853249476,0.9647099930118798,0.07129812492460709,0.1638136390658037,0.1304453901175343,0.23547224735855377,0.1704982348700159,0.14261651065275097,0.08585585301073426
0.1,74,0.9993338833137592,0.9853249475890985,0.9842767295597484,0.07421646339465812,0.15840242833539228,0.12781584976173885,0.2577495582995003,0.16778883732176214,0.13877750862292046,0.07524935426402789
0.1,75,0.9957161574231121,0.9748427672955975,0.9482879105520615,0.07258770124438622,0.16875650350422908,0.12266800660232446,0.26314323638991705,0.1468788335489906,0.13345784559349877,0.0925078731166537
0.1,76,0.9985782667351715,0.9779874213836478,0.9765897973445143,0.07175914457862528,0.15077610426123206,0.13145569130331813,0.25334452291106146,0.15714151959323366,0.14663902089077724,0.0888839964617521
0.1,77,0.9992894358862179,0.9926624737945493,0.9835779175401816,0.07650374475593723,0.16225967141585634,0.11843937354296818,0.2525057388813482,0.16028826024589202,0.14457881909043352,0.08542439206756457
0.1,78,0.9993179943858929,0.9811320754716981,0.9779874213836478,0.07621636674144867,0.16823089065044922,0.11632302390739241,0.24292389469425626,0.16337270161303716,0.15410913972966064,0.0788239826637556
0.1,79,0.9994036615370983,0.9811320754716981,0.9818308874912649,0.07956668720053826,0.1655233980797239,0.11801521355059642,0.24217871596381826,0.15829919468970405,0.15335554886200795,0.08306124165361117
0.1,80,0.9987642483792821,0.9790356394129979,0.9744933612858141,0.08032588030567886,0.14989303368526646,0.13218117657568265,0.2570734254149636,0.16320966584289448,0.13026341797972266,0.08705340019579139
0.1,81,0.9990585419211643,0.9758909853249476,0.9790356394129979,0.08134493102487787,0.15586435051157527,0.11614170857652645,0.24843293684405554,0.17875226062078317,0.1377181276140767,0.08174568480810496
0.1,82,0.9985769733759372,0.9779874213836478,0.9783368273934312,0.08118347547571715,0.1517107553583355,0.13618871278650624,0.24394050116022337,0.15010469322127445,0.1520591027667052,0.08481275923123813
0.1,83,0.9969630999596828,0.9832285115303984,0.9640111809923131,0.07942712232428376,0.15592679249473218,0.11492659889151309,0.26130856719384676,0.16253853291168915,0.14718771247478635,0.07868467370914858
0.1,84,0.9992475191472419,0.9863731656184487,0.980083857442348,0.0748056939793601,0.160099893534592,0.13355159383945436,0.2428725950264293,0.16529911453024274,0.1415420387635959,0.08182907032632568
0.1,85,0.9987033699822438,0.9832285115303984,0.9737945492662474,0.07087932131441148,0.1778246289724742,0.12665952521422813,0.24424941030185818,0.16152517883920942,0.13177216178063567,0.0870897735771829
0.1,86,0.9998490206123054,0.9916142557651991,0.989517819706499,0.0726294098518546,0.1687524346392591,0.12734137407523066,0.2446356898576875,0.1567504252646976,0.14544689151172788,0.08444377479954267
0.1,87,0.9946132179155349,0.9769392033542977,0.9517819706498952,0.07563380247574851,0.17324167170544996,0.12352738613809948,0.2278079020902535,0.1721486953062794,0.1371736155803567,0.09046692670381251
0.1,88,0.9986156076802971,0.9821802935010482,0.9709993011879804,0.069949411338682,0.16752962244048064,0.11903629043048568,0.2551626401852411,0.15689855381540604,0.14819859999737928,0.08322488179232525
0.1,89,0.9938633113839033,0.9737945492662474,0.9465408805031447,0.08358737269472678,0.16950219154980115,0.12159645323495948,0.2261521176374912,0.17575757887981872,0.13998498172885046,0.08341930427435225
0.1,90,0.9982724266243785,0.9821802935010482,0.9713487071977638,0.08483030993459502,0.17179339911877453,0.1267305154514294,0.2358092740154709,0.1595285362169492,0.13272751336543198,0.08858045189734894
0.1,91,0.9993296599250565,0.9937106918238994,0.9793850454227813,0.06832143927361525,0.16684425557246035,0.12237910838290003,0.2553937577939399,0.16299055409788224,0.1449477739959824,0.07912311088321974
0.1,92,0.9990513306072697,0.9842767295597484,0.9776380153738644,0.08177812083217278,0.16636103160639162,0.13883958989882497,0.25026630580563136,0.15119604163976383,0.1296158747281729,0.08194303548904237
0.1,93,0.996086725533575,0.9769392033542977,0.9594689028651293,0.07936931620590257,0.17544666752381413,0.13876455475490018,0.23382127302082548,0.16132437986284986,0.13378567736923264,0.0774881312624753
0.1,94,0.9983692908002715,0.9779874213836478,0.9706498951781971,0.07021412865637777,0.17535862043940523,0.132347339594922,0.2555284271595217,0.15841010292153165,0.1274571266926252,0.08068425453561653
0.1,95,0.9987954749195639,0.9769392033542977,0.9692522711390635,0.07195130093034982,0.17645538554749596,0.11582475206369487,0.2506033615559315,0.1604249094871728,0.14535304589751405,0.07938724451784095
0.1,96,0.9977921663649512,0.9758909853249476,0.972396925227114,0.07328974229906397,0.1538105152308019,0.11650164751246275,0.25962394815125184,0.16912074131225036,0.1505311418328317,0.07712226366133722
0.1,97,0.9982956754545677,0.9727463312368972,0.973445143256464,0.07065171854510988,0.14751020785246466,0.13215741470738374,0.25181494998241916,0.16175217167823247,0.1489424450066641,0.08717109222772593
0.1,98,0.992987081496702,0.9612159329140462,0.9444444444444444,0.08063869060415932,0.15289375283872778,0.13107037512765857,0.22710542826422087,0.17473759576135178,0.1489396691841013,0.08461448821978042
0.1,99,0.9986211468733649,0.9842767295597484,0.9737945492662474,0.07001964728780614,0.17376074373666675,0.1257592392267692,0.24708199350466173,0.1672611487543207,0.12641662355818428,0.08970060393159113
0.1,100,0.9992926876108083,0.9863731656184487,0.9786862334032146,0.08234416594990714,0.16241522713531198,0.13362640983005936,0.24988457191743127,0.14979832152085998,0.13300625088572235,0.08892505276070797
0.1,101,0.9972887893201533,0.9842767295597484,0.9580712788259959,0.06921311568471407,0.15719798419878817,0.1277867519245075,0.2652490285632609,0.15894218162529125,0.13555512102605521,0.08605581697738279
0.1,102,0.9983913704104939,0.9790356394129979,0.976240391334731,0.07245546417871523,0.15868618296295278,0.12788819334183074,0.23840861361686808,0.15498913906733305,0.16001179316272585,0.08756061366957427
0.1,103,0.9990340009756213,0.9654088050314465,0.9748427672955975,0.07816967633525808,0.1755847087509968,0.11980712597034754,0.24162093471686288,0.15246244860045974,0.14941963375443654,0.08293547187163842
0.1,104,0.9994529176267282,0.9811320754716981,0.983927323549965,0.082926834648465,0.16857502651600262,0.13130377475601757,0.24091660903148482,0.1494760077340087,0.14093834134543867,0.08586340596858266
0.1,105,0.9971392954297574,0.9832285115303984,0.9657582110412299,0.07334152447565749,0.17233052813160937,0.13447472719391085,0.230704235610909,0.1570049302530128,0.1448286558284421,0.08731539850645835
0.1,106,0.9967169998465544,0.9821802935010482,0.960167714884696,0.07607429909486492,0.1545406010921536,0.11254557148828791,0.26475131665613094,0.167178131651019,0.13325438793033878,0.09165569208720498
0.1,107,0.998109226346369,0.9685534591194969,0.9612159329140462,0.06821003342124835,0.18082892000297107,0.11951079848431342,0.25135599762067307,0.15153262156354735,0.14375393141872994,0.08480769748851676
0.1,108,0.9987212641697587,0.9737945492662474,0.9776380153738644,0.07569064062181423,0.15049577340894865,0.11825661815862287,0.2564884427505845,0.17309323525996578,0.13549141411786375,0.09048387568220013
0.1,109,0.9968363911532081,0.9821802935010482,0.9636617749825297,0.07199937410223153,0.17530868930793111,0.1305105098614532,0.23314891415363742,0.16496887962626042,0.13898978395032557,0.08507384899816081
0.1,110,0.9951003964582682,0.9832285115303984,0.9524807826694619,0.07562873892800955,0.1589036137976821,0.11492735536661398,0.2653234062710383,0.1570296669965479,0.1495654990988392,0.07862171954126905
0.1,111,0.9996097277592436,0.9853249475890985,0.9835779175401816,0.07395470285389331,0.1713695853040148,0.1152789762911937,0.24607891314708732,0.16329533994452192,0.14284997038181912,0.08717251207746998
0.1,112,0.9964523826382311,0.9832285115303984,0.9570230607966457,0.07330827632227542,0.15958053120364188,0.11826737633953976,0.2684662973781507,0.16801965588202808,0.13463941401872503,0.07771844885563908
0.1,113,0.9981707911857354,0.9737945492662474,0.9751921733053809,0.07186800045974412,0.17403407961240622,0.1254082274594426,0.23154698900688292,0.1517357728381652,0.15461379371672232,0.09079313690663665
0.1,114,0.9970458263978691,0.980083857442348,0.9682040531097135,0.07302619326999736,0.16162281032744263,0.11963970851619472,0.23021420815585242,0.165601507403246,0.1559413216994937,0.09395425062777304
0.1,115,0.9938370720716568,0.9622641509433962,0.9489867225716282,0.0729622557682918,0.15315135703242042,0.1349002724572504,0.2300350867028688,0.17206031401480085,0.15201681830096786,0.08487389572339987
0.1,116,0.9946754329450255,0.9769392033542977,0.950733752620545,0.08029655029498374,0.16834806831102145,0.1300404974860634,0.22686497620609575,0.16907465152217382,0.1422067741268418,0.08316848205282006
0.1,117,0.9988155665324338,0.9884696016771488,0.976240391334731,0.07783050644391956,0.16182966510959265,0.1223447261373594,0.2582660909392886,0.16398224242342097,0.13012383036516958,0.08562293858124916
0.1,118,0.9985815154191654,0.9737945492662474,0.9748427672955975,0.07789531977916041,0.1609237566996634,0.1177886468765408,0.2448821483037433,0.17980627867849455,0.13348794737863087,0.08521590228376655
0.1,119,0.997203860923359,0.9821802935010482,0.9615653389238294,0.06732510241882235,0.1556441606142582,0.13416444237180647,0.2648109834220646,0.15540950663248282,0.1425585239283239,0.08008728061224163
0.1,120,0.9986327242352268,0.9811320754716981,0.9730957372466806,0.07249506569633302,0.15937254796500433,0.13372728131244768,0.25507673950905324,0.14942269897183386,0.14512244827200665,0.08478321827332112
0.1,121,0.9965431737199318,0.9696016771488469,0.9612159329140462,0.07022341606489728,0.14836522281069423,0.12918326827272422,0.2691187435302167,0.1683641202190367,0.13768390596801316,0.0770613231344176
0.1,122,0.9987170006590017,0.9716981132075472,0.9755415793151643,0.07451487677997307,0.148516061200927,0.13395992270234644,0.25271323406115087,0.1729473729428939,0.14122171072344916,0.07612682158925967
0.1,123,0.9964970833751124,0.9790356394129979,0.9559748427672956,0.07613027060045148,0.1516989280988692,0.1347650858328924,0.262794441615917,0.1486192257940069,0.1365040350073377,0.08948801305052538
0.1,124,0.9949670673193145,0.9737945492662474,0.9538784067085954,0.08033869650058074,0.17444136825158424,0.1175601548491204,0.22825653120193448,0.1754242821130141,0.1433859953309929,0.08059297175277307
0.1,125,0.9974422707180584,0.9727463312368972,0.9619147449336128,0.07847977571037548,0.17352127335579764,0.11785438562900759,0.25896868285107405,0.16393723244907568,0.12753552914983007,0.07970312085483937
0.1,126,0.9986593119583832,0.9779874213836478,0.9776380153738644,0.07741733747630902,0.14847467300264702,0.12775191148109247,0.24644388871699924,0.16595176366633774,0.14969152700787175,0.08426889864874289
0.1,127,0.9991640551847041,0.9853249475890985,0.976240391334731,0.0716690076563685,0.1687299761332221,0.1324881650856192,0.2517409317518267,0.15019741664493552,0.13417694243598557,0.0909975602920422
0.1,128,0.9983407298128357,0.9853249475890985,0.9685534591194969,0.0775503092286026,0.16535562244530302,0.12319128719179495,0.25807463537576075,0.15603155329081858,0.13401892470757867,0.08577766776014124
0.1,129,0.9986893856149945,0.9779874213836478,0.9786862334032146,0.07221549433045527,0.15499450113692598,0.13482876635180757,0.24892947108690755,0.15004794353463038,0.15126730136916652,0.0877165221901067
0.1,130,0.998070319632194,0.9675052410901468,0.9650593990216632,0.07814866168227556,0.17850299453500096,0.11845129117846732,0.2509712704410606,0.15562893436743264,0.13203996588004055,0.08625688191572241
0.1,131,0.9964323459772348,0.9811320754716981,0.9594689028651293,0.07699768613235876,0.17115036360262495,0.12672079155169808,0.2301264647141492,0.16831013021495064,0.14741289837315885,0.07928166541105962
0.1,132,0.9937706398037616,0.9696016771488469,0.9454926624737946,0.07111455577185048,0.14675040625874697,0.12903714893427956,0.26723727419118465,0.14923021953769547,0.14618835674365988,0.09044203856258287
0.1,133,0.9953750194546286,0.9675052410901468,0.9594689028651293,0.07882198515169125,0.1518460918022792,0.11547601850702335,0.2304613823585069,0.17504149212924414,0.15700239840714988,0.09135063164410534
0.1,134,0.9981764135529417,0.980083857442348,0.9661076170510132,0.07281689255327367,0.17123195396533608,0.12752969452497784,0.2593820589466861,0.15791430645929558,0.13064286309847795,0.0804822304519526
0.1,135,0.9983912415444808,0.9727463312368972,0.9629629629629629,0.07571871776075935,0.1729499302135179,0.12425021623586004,0.25469283894935857,0.15264781819582007,0.1403494519308179,0.07939102671386619
0.1,136,0.996447442843503,0.9790356394129979,0.950733752620545,0.06776613830194839,0.1684480413090102,0.12945578264934898,0.26358784248789363,0.1473520849730655,0.13598034135212392,0.08740976892660936
0.1,137,0.9992303806170909,0.9853249475890985,0.980083857442348,0.07773310083589906,0.15937460313594579,0.1336092504802644,0.24321061523612794,0.16601990014764414,0.13923527165726768,0.08081725850685108
0.1,138,0.9997839684573943,0.9958071278825996,0.9905660377358491,0.07614741805115345,0.1648795308702446,0.12774544320177997,0.2420379722279293,0.15836295235379602,0.14136875115082484,0.08945793214427195
0.1,139,0.9995271870600482,0.9832285115303984,0.982879105520615,0.0767551249921834,0.15438713447234875,0.12339604958763671,0.25038766219713354,0.16844247500923237,0.13533441181898176,0.0912971419224833
0.1,140,0.9989771114820027,0.980083857442348,0.9825296995108316,0.07412954377274981,0.153643486553483,0.1297200862372021,0.24609612706969888,0.16309010716348143,0.15417711338603124,0.07914353581735342
0.1,141,0.9960661077454604,0.9737945492662474,0.9577218728162125,0.08153146037225609,0.17377032159761407,0.12146221069230628,0.23413535401154842,0.17465182251909384,0.13279920271138798,0.08164962809579342
0.1,142,0.9994478702639841,0.9832285115303984,0.9818308874912649,0.07889219983783517,0.17006512999567988,0.12001416790428246,0.24089914141566354,0.16211832500379744,0.14849425778444755,0.07951677805829398
0.1,143,0.9958779099348631,0.9874213836477987,0.9528301886792453,0.07341102225529067,0.16000444448165352,0.1213778202614944,0.26736217091062425,0.15834394494101772,0.14222703851551646,0.07727355863440302
0.1,144,0.9995618954428009,0.9863731656184487,0.9849755415793152,0.07167819005088535,0.17168444745637085,0.13527593834722787,0.24590872817529846,0.15228443396728583,0.14404027782348316,0.07912798417944839
