数据集ID,数据资源名称,数据领域,数据资源类型,开放属性,PotentialUse_CRITIC,PotentialUse_CRITIC_percentile,topic_public_value_score,semantic_clarity_score,data_richness_score,machine_readability_score,timeliness_score,spatiotemporal_capability_score,combinability_score,ActualUse_type_percentile,DormantScore_rule,rule_dormant_candidate
11601,生态廊道监督建议书,城市建设,数据接口,无条件开放,0.8413667159597831,0.9983226753328441,0.7625,0.6023721122112211,0.513179085608509,1.0,0.9652987421383648,0.9849999999999999,0.9236345953963119,0.6076078112286412,0.390714864104203,0
9825,徐汇区主动走访,民生服务,数据接口,无条件开放,0.8378766585390568,0.9982178425411469,0.8374999999999999,0.6924298679867986,0.6344023271198842,1.0,0.9652987421383648,0.7749999999999999,0.8112551633673841,0.8344182262001627,0.16379961634098417,0
13840,闵行区设施管理项目主表,城市建设,数据接口,无条件开放,0.8370231809683446,0.9981130097494496,0.7625,0.6509282178217821,0.714440275112642,1.0,0.9652987421383648,0.7749999999999999,0.8285692471281633,0.7401342554922702,0.2579787542571794,0
9481,各地来沪企业统计—年度按来注册地,经济建设,数据接口,无条件开放,0.8358859141993535,0.9980081769577523,0.6833333333333335,0.681476897689769,0.4351106639865967,1.0,0.9652987421383648,0.9849999999999999,0.8926680765959939,0.8677786818551668,0.13022949510258552,0
1403,上海市园林绿化工程综合管理平台-招标公告,城市建设,数据接口,无条件开放,0.8345486406947955,0.9979033441660552,0.7625,0.7446782178217821,0.46166713495523987,1.0,0.8352987421383649,0.9849999999999999,0.8926680765959939,0.9212774613506917,0.07662588281536353,0
1814,杨浦区公共设施资源管理居委会信息,城市建设,数据接口,无条件开放,0.8326513335556908,0.9977985113743579,0.8458333333333333,0.7841996699669966,0.42756618558650994,1.0,0.9977987421383647,0.7749999999999999,0.8112551633673841,0.9609438567941416,0.036854654580216306,0
O1928138382025946,青浦区开通异地门慢特医疗机构,卫生健康,数据接口,无条件开放,0.8323220339040792,0.9976936785826607,0.9208333333333333,0.85,0.4002174657025092,1.0,0.9652987421383648,0.7749999999999999,0.7164377253848532,0.5152563059397884,0.48243737264287223,0
11581,绿化工程监督报告,城市建设,数据接口,无条件开放,0.8307804029654835,0.9975888457909634,0.7625,0.581559405940594,0.6661793556768066,0.91,0.9652987421383648,0.9849999999999999,0.8736345953963119,0.6090317331163547,0.3885571126746087,0
O1928138402025006,闵行区江川路街道防汛防台管道液位信息,气象服务,数据接口,无条件开放,0.8288425371172699,0.9974840129992661,0.5708333333333334,0.736963696369637,0.5690310904963684,0.91,0.9652987421383648,0.9749999999999999,0.8818866411398862,0.46816517493897475,0.5293188380602913,1
12961,闵行区台风轨迹信息,资源环境,数据接口,无条件开放,0.8273485182780865,0.9973791802075689,0.7625,0.616233498349835,0.6779020169237747,1.0,0.9652987421383648,0.7749999999999999,0.835898205117566,0.7406427990235964,0.25673638118397246,0
O1928138382025952,青浦区医保定点零售药店,卫生健康,数据接口,无条件开放,0.8270541930809325,0.9972743474158717,0.9624999999999999,0.8298886138613861,0.36384009820287483,1.0,0.9652987421383648,0.7749999999999999,0.7104132147901489,0.5524816924328723,0.44479265498299947,0
1092,行政处罚公示,资源环境,数据接口,无条件开放,0.825484533469492,0.9971695146241745,0.6375,0.3748349834983498,0.743356174129287,1.0,0.9652987421383648,0.9849999999999999,0.9436105004858187,0.9513832384052074,0.045786276218967026,0
O1928138402025014,闵行区新虹街道物业工程项目工作信息,城市建设,数据接口,无条件开放,0.8250508978802639,0.9970646818324772,0.7625,0.7550123762376237,0.7452243718832814,1.0,0.5752987421383647,0.9749999999999999,0.85,0.33350284784377543,0.6635618339887017,1
O2813841502025071,徐汇区机动车、电子产品和日用产品修理业单位,经济建设,数据产品,有条件开放,0.8248648358511779,0.9969598490407799,0.8500000000000001,0.9479166666666666,0.6162874546090076,1.0,0.4652987421383648,0.9749999999999999,0.7992532476649847,0.027693639117265252,0.9692662099235146,1
13836,闵行区园区项目招标服务处理信息,城市建设,数据接口,无条件开放,0.8241814470810124,0.9968550162490827,0.7625,0.6960602310231022,0.5698702957581391,1.0,0.9652987421383648,0.7749999999999999,0.805310256037321,0.7379983726606998,0.2588566435883829,0
O1928138382025953,青浦区医保定点医疗机构,卫生健康,数据接口,无条件开放,0.823800725873435,0.9967501834573854,0.9208333333333333,0.7979579207920792,0.4002174657025092,1.0,0.9652987421383648,0.7749999999999999,0.7164377253848532,0.4772172497965826,0.5195329336608028,1
O5364112272025003,上海市总工会户外爱心接力站信息,民生服务,数据接口,无条件开放,0.8236641265245053,0.9966453506656883,0.7541666666666665,0.6703176567656766,0.5743868124480389,1.0,0.9652987421383648,0.7849999999999999,0.832930395114271,0.4542310821806347,0.5424142684850536,1
14447,闵行区吴泾镇集体资产监管组织机构信息,机构团体,数据接口,无条件开放,0.8229754677550764,0.996540517873991,0.6208333333333333,0.7946369636963696,0.5073077420729318,1.0,0.9652987421383648,0.7749999999999999,0.8194555449888871,0.3533360455655004,0.6432044723084906,1
O1928138382025955,青浦区医保费用预算信息,卫生健康,数据接口,无条件开放,0.8228236163895232,0.9964356850822937,0.8791666666666665,0.7590965346534654,0.4559110660132882,1.0,0.9652987421383648,0.7749999999999999,0.7339226916544282,0.4029698942229455,0.5934657908593483,1
9441,企事业信息公开-清洁生产企业,资源环境,数据接口,无条件开放,0.8218386601418357,0.9963308522905965,0.7208333333333333,0.2581683168316832,0.8067314109689988,1.0,0.9652987421383648,0.9849999999999999,0.9576645380826195,0.8569975589910497,0.1393332932995468,0
O2813842482025001,黄浦区市网格案件信息表,公共安全,数据接口,有条件开放,0.821824490781763,0.9962260194988992,0.7583333333333334,0.6328589108910891,0.9047085477604517,1.0,0.8187893081761006,0.675,0.85,0.16425956061838892,0.8319664588805102,1
2c90e4f351d39a1a0151f1a1b1dd0eb2,住房公积金信息,城市建设,数据接口,无条件开放,0.8210499430394442,0.9961211867072021,0.7625,0.5226278877887789,0.4694842370094111,1.0,0.9652987421383648,0.9849999999999999,0.903099458001866,0.9985760781122864,-0.0024548914050843695,0
14426,闵行区华漕镇会议信息,机构团体,数据接口,无条件开放,0.8210012915837902,0.9960163539155048,0.49583333333333335,0.6189768976897689,0.508528330042099,1.0,0.9652987421383648,0.9749999999999999,0.9112551633673841,0.3438771358828316,0.6521392180326733,1
O1928138392025194,虹口区2023-2025年“上海市安全发展和综合减灾示范社区”创建名单,城市建设,数据接口,无条件开放,0.8209382447969801,0.9959115211238075,0.8041666666666666,0.8702970297029703,0.4322940741102393,1.0,0.6292924528301886,0.9749999999999999,0.905310256037321,0.5839096826688365,0.41200183845497107,0
O2813841502025068,徐汇区建筑装饰、装修和其他建筑业单位,经济建设,数据产品,有条件开放,0.8206068089782287,0.9958066883321103,0.8500000000000001,0.9166666666666666,0.6392287284373304,1.0,0.4652987421383648,0.9749999999999999,0.7752000098904401,0.024015577672003463,0.9717911106601068,1
O5485687412025001,数据上链-上海市全国重要饮用水水源地月水质监测成果表,资源环境,数据接口,无条件开放,0.8201623706111754,0.995701855540413,0.6375,0.6212871287128713,0.6535868528034137,1.0,0.9652987421383648,0.7849999999999999,0.8717261344435874,0.48576078112286414,0.5099410744175489,1
O2813841502025110,徐汇区外资企业信息,经济建设,数据产品,有条件开放,0.8192946795672893,0.9955970227487158,0.8500000000000001,0.8229166666666666,0.772973535684408,1.0,0.41678773584905665,0.9749999999999999,0.8339226916544282,0.13846819558632625,0.8571288271623895,1
O2813841502025062,徐汇区商务服务业单位,经济建设,数据产品,有条件开放,0.8191551402172812,0.9954921899570186,0.8500000000000001,0.8333333333333334,0.7071745802408618,1.0,0.4652987421383648,0.9749999999999999,0.8178041569456957,0.037321505841627,0.9581706841153916,1
O1928138402025015,闵行区新虹街道物业消防防汛水箱信息,民生服务,数据接口,无条件开放,0.8185264142547706,0.9953873571653213,0.8374999999999999,0.7411509900990099,0.6086488149675578,1.0,0.5752987421383647,0.9749999999999999,0.9368375722163842,0.33350284784377543,0.661884509321546,1
O2813841502025113,徐汇区食品销售企业,民生服务,数据产品,有条件开放,0.8174738254930832,0.9952825243736241,0.9624999999999999,0.8229166666666666,0.7196489766910169,1.0,0.41678773584905665,0.9749999999999999,0.7921823234879892,0.12321505841627,0.8720674659573541,1
5283,普通本科高校、高等职业学校秋季学期国家助学金分配信息,教育科技,数据接口,无条件开放,0.8170209303652393,0.9951776915819268,0.6416666666666667,0.680940594059406,0.6190581169787417,1.0,0.9201729559748427,0.7849999999999999,0.8531390476721972,0.927379983726607,0.0677977078553198,0
O5485687442025007,药品经营企业许可信息（零售）,卫生健康,数据接口,有条件开放,0.8170043279235922,0.9950728587902296,0.7958333333333333,0.40717821782178215,0.7702515800566689,1.0,0.8352987421383649,0.9849999999999999,0.8482730164591843,0.5557363710333605,0.43933648775686907,0
O2813841502025070,徐汇区文教、工美、体育和娱乐用品制造业单位,经济建设,数据产品,有条件开放,0.8167283633391169,0.9949680259985323,0.8500000000000001,0.9479166666666666,0.5578263571778679,1.0,0.4652987421383648,0.9749999999999999,0.7903759132721292,0.0323453050627434,0.9626227209357889,1
2c90e4f451d39b8a0151f1aad057011f,售后公房维修资金信息,城市建设,数据接口,无条件开放,0.8163427495870141,0.9948631932068351,0.7625,0.5365511551155115,0.42116693197588473,1.0,0.9652987421383648,0.9849999999999999,0.8926680765959939,0.9778275020341741,0.017035691172661016,0
2215,上海市特殊教育专业服务机构信息,教育科技,数据接口,无条件开放,0.8160959221105814,0.9947583604151379,0.7666666666666667,0.5963077557755775,0.3932059705027655,1.0,0.9201729559748427,0.9849999999999999,0.8982446209083266,0.9320585842148088,0.06269977620032907,0
1121,上海企事业单位环境信息公开平台产生污染设施情况表,资源环境,数据接口,无条件开放,0.8158951566166515,0.9946535276234406,0.7208333333333333,0.6643151815181518,0.5764260956168755,1.0,0.9553930817610062,0.7849999999999999,0.7982446209083266,0.911106590724166,0.08354693689927462,0
O1928138402025040,闵行区基础教育机构注册信息,教育科技,数据接口,无条件开放,0.8152343741631397,0.9945486948317434,0.7250000000000001,0.6717615511551154,0.7688832905878835,1.0,0.5752987421383647,0.9749999999999999,0.8929913609299528,0.3909682668836452,0.6035804279480981,1
8863,燃气泄漏报警保护装置销售企业备案信息,公共安全,数据接口,无条件开放,0.8151250806919017,0.9944438620400461,0.7583333333333334,0.7057755775577558,0.478355310888436,1.0,0.9652987421383648,0.7849999999999999,0.803099458001866,0.8321806346623271,0.16226322737771903,0
O1928138402025119,闵行区新虹街道业委会提议记录信息,民生服务,数据接口,无条件开放,0.8150116789620641,0.9943390292483489,0.8374999999999999,0.7307343234323432,0.5931101219411165,1.0,0.5752987421383647,0.9749999999999999,0.9386486566218911,0.29037835638730675,0.7039606728610421,1
O2813841502025066,徐汇区广播、电视、电影和录音制作业单位,经济建设,数据产品,有条件开放,0.8143697544845868,0.9942341964566517,0.8500000000000001,0.9270833333333334,0.5749377271494055,1.0,0.4663993710691824,0.9749999999999999,0.7752000098904401,0.06533967979229771,0.928894516664354,1
12782,闵行区新虹街道活动报名信息,文化休闲,数据接口,无条件开放,0.8138653746699945,0.9941293636649544,0.575,0.6648308580858084,0.6279156996055624,1.0,0.9652987421383648,0.7749999999999999,0.8236345953963119,0.7756305939788446,0.21849876968610982,0
O5485687412025009,空气质量24小时表新,资源环境,数据接口,无条件开放,0.8135933261978053,0.9940245308732572,0.6791666666666666,0.44496699669967,0.8307215908542327,1.0,0.9652987421383648,0.7849999999999999,0.8339459360391931,0.7827502034174125,0.21127432745584462,0
8934,施工图审查通过项目信息,城市建设,数据接口,无条件开放,0.8128751301133621,0.9939196980815599,0.7208333333333333,0.6779084158415842,0.5222324590187047,1.0,0.9652987421383648,0.7849999999999999,0.7982446209083266,0.8787632221318145,0.11515647594974543,0
7216,松江区燃气公司站点信息,民生服务,数据接口,无条件开放,0.8121265378831689,0.9938148652898626,0.8374999999999999,0.5538985148514851,0.3415896234483435,1.0,0.9652987421383648,0.9749999999999999,0.8781776855456879,0.9914564686737185,0.0023583966161441206,0
O1928138392025036,虹口区标准化社区家庭医生诊所一览表,卫生健康,数据接口,无条件开放,0.812053808728607,0.9937100324981655,0.8791666666666665,0.7626856435643564,0.461064354139464,1.0,0.6259905660377358,0.9749999999999999,0.905310256037321,0.5992676973148902,0.3944423351832753,0
O2813841502025079,徐汇区计算机、通信和其他电子设备制造业单位,经济建设,数据产品,有条件开放,0.8120357933422687,0.9936051997064682,0.8500000000000001,0.9479166666666666,0.5839475777911136,1.0,0.41579716981132075,0.9749999999999999,0.7903759132721292,0.19558632626568584,0.7980188734407824,1
O1928138382025954,青浦区医保定点长护险机构,卫生健康,数据接口,无条件开放,0.8110583610009274,0.993500366914771,0.8374999999999999,0.7583745874587458,0.4002174657025092,1.0,0.9652987421383648,0.7749999999999999,0.7164377253848532,0.47030105777054515,0.5231993091442257,1
O1928138402025031,闵行区莘庄镇水务案件信息,资源环境,数据接口,无条件开放,0.8110462705511519,0.9933955341230737,0.7208333333333333,0.636344884488449,0.7486331064612433,1.0,0.5752987421383647,0.9749999999999999,0.9458655407717274,0.730573637103336,0.2628218970197377,0
O9780654712025037,文化娱乐场所许可证,文化休闲,数据接口,无条件开放,0.8109589681539948,0.9932907013313764,0.575,0.5434612211221121,0.584895058491452,1.0,0.9201729559748427,0.9849999999999999,0.8239774706135341,0.29037835638730675,0.7029123449440697,1
O2813841502025060,徐汇区化学原料和化学制品制造业单位,经济建设,数据产品,有条件开放,0.8106515238442964,0.9931858685396792,0.8500000000000001,0.90625,0.5577720779859155,1.0,0.4652987421383648,0.9749999999999999,0.7992532476649847,0.020553872782345304,0.9726319957573338,1
O2813841502025112,徐汇区单位食堂企业,民生服务,数据产品,有条件开放,0.8100554408027592,0.993081035747982,0.9624999999999999,0.8229166666666666,0.6609156930791418,1.0,0.41678773584905665,0.9749999999999999,0.7921823234879892,0.06122890523582865,0.9318521305121533,1
O5485687442025010,药品经营企业许可信息（除零售外）,卫生健康,数据接口,有条件开放,0.809916552556107,0.9929762029562847,0.7958333333333333,0.42454620462046205,0.6900684462333917,1.0,0.8352987421383649,0.9849999999999999,0.8505859143587069,0.5382424735557364,0.45473372940054835,0
5285,老年大学基本信息,教育科技,数据接口,无条件开放,0.8097402829247431,0.9928713701645875,0.6416666666666667,0.46571782178217824,0.5661835429294608,1.0,0.9201729559748427,0.9849999999999999,0.9285692471281632,0.9871847030105777,0.0056866671540097835,0
O2813841502025073,徐汇区电气机械和器材制造业单位,经济建设,数据产品,有条件开放,0.8094356818236385,0.9927665373728902,0.8500000000000001,0.8854166666666666,0.5751534981593829,1.0,0.4652987421383648,0.9749999999999999,0.7992532476649847,0.056793595845954135,0.9359729415269361,1
O2813841502025061,徐汇区印刷和记录媒介复制业单位,经济建设,数据产品,有条件开放,0.8086970526058408,0.992661704581193,0.8500000000000001,0.8854166666666666,0.5693055782760269,1.0,0.4652987421383648,0.9749999999999999,0.7992532476649847,0.0323453050627434,0.9603163995184496,1
O1928138392025173,虹口区凉城街道新时代文明实践分中心7月活动安排,民生服务,数据接口,无条件开放,0.8086840558583857,0.9925568717894958,0.8374999999999999,0.7863242574257425,0.4273656089304313,1.0,0.6292924528301886,0.9749999999999999,0.9007503977060424,0.5943856794141579,0.39817119237533793,0
9822,徐汇区预约资源管理,卫生健康,数据接口,无条件开放,0.8084018860722387,0.9924520389977985,0.8791666666666665,0.745193894389439,0.5959841564673511,1.0,0.7363679245283018,0.7749999999999999,0.8179524354786482,0.838893409275834,0.15355862972196455,0
2748,商品房预售许可证信息,城市建设,数据接口,无条件开放,0.8082164331598715,0.9923472062061013,0.7625,0.6266501650165016,0.5182812787918577,1.0,0.9652987421383648,0.7849999999999999,0.8112551633673841,0.9633848657445078,0.028962340461593516,0
O6344680872025004,上海地面实况资料,气象服务,数据接口,有条件开放,0.8079358169472031,0.992242373414404,0.5708333333333334,0.5426980198019802,0.7324305123961676,1.0,0.9652987421383648,0.7849999999999999,0.820900828051611,0.7282343368592351,0.2640080365551689,0
O2813841502025111,徐汇区餐饮服务企业,经济建设,数据产品,有条件开放,0.807911610618702,0.9921375406227068,0.8500000000000001,0.8229166666666666,0.7108622833707936,1.0,0.41678773584905665,0.9749999999999999,0.7921823234879892,0.07042405884898312,0.9217134817737236,1
O2813841502025098,徐汇区电信、广播电视和卫星传输服务单位,经济建设,数据产品,有条件开放,0.8068535556374021,0.9920327078310095,0.8500000000000001,0.9270833333333334,0.5801103802327444,1.0,0.41579716981132075,0.9749999999999999,0.7752000098904401,0.07615750757247945,0.9158752002585301,1
9743,预付卡投诉举报信息,信用服务,数据接口,无条件开放,0.8060831134825034,0.9919278750393123,0.5666666666666665,0.6147483498349835,0.6309631756058152,1.0,0.9652987421383648,0.7849999999999999,0.814752824406189,0.854759967453214,0.13716790758609831,0
O2813841502025085,徐汇区专业技术服务业单位,经济建设,数据产品,有条件开放,0.8058362474818705,0.9918230422476151,0.8500000000000001,0.8541666666666666,0.6665825399737138,1.0,0.41579716981132075,0.9749999999999999,0.7752000098904401,0.04738208567719602,0.944440956570419,1
O2813841502025092,徐汇区居民服务业单位,经济建设,数据产品,有条件开放,0.8053960525124615,0.9917182094559178,0.8500000000000001,0.8333333333333334,0.673963115482532,1.0,0.41579716981132075,0.9749999999999999,0.7992532476649847,0.0323453050627434,0.9593729043931745,1
14425,闵行区华漕镇文化活动信息,文化休闲,数据接口,无条件开放,0.8050874531097555,0.9916133766642206,0.5333333333333333,0.6467409240924092,0.6104680867940935,1.0,0.9652987421383648,0.7749999999999999,0.8179524354786482,0.3623881204231082,0.6292252562411124,1
O1928138422025192,黄浦区综合许可证照面信息,民生服务,数据接口,无条件开放,0.8050469415178874,0.9915085438725233,0.7958333333333333,0.570503300330033,0.7658406894572827,1.0,0.6237893081761007,0.9749999999999999,0.8177963459079385,0.7141985353946297,0.27731000847789355,0
O2813841502025067,徐汇区废弃资源综合利用业单位,经济建设,数据产品,有条件开放,0.805031438609711,0.991403711080826,0.8500000000000001,0.875,0.5523808992047482,1.0,0.4663993710691824,0.9749999999999999,0.7992532476649847,0.027693639117265252,0.9637100719635607,1
O8568744852026007,第二类医疗器械产品注册信息,卫生健康,数据接口,有条件开放,0.8049145946127255,0.9912988782891289,0.7958333333333333,0.6571575907590759,0.7454581722828255,1.0,0.9652987421383648,0.48500000000000004,0.8451287970321806,0.5707892595606184,0.42050961872851045,0
O2813841502025103,徐汇区餐饮业单位,经济建设,数据产品,有条件开放,0.8048845622277855,0.9911940454974316,0.8500000000000001,0.8125,0.6926941763759716,1.0,0.41579716981132075,0.9749999999999999,0.8055518166538184,0.056793595845954135,0.9344004496514775,1
9442,企事业信息公开-清洁生产企业年度名单,资源环境,数据接口,无条件开放,0.8046507299078678,0.9910892127057344,0.7208333333333333,0.5567656765676567,0.5923063832822756,1.0,0.9652987421383648,0.7849999999999999,0.8308130616216799,0.8655410903173312,0.12554812238840318,0
2622,虹口上水井盖信息,卫生健康,数据接口,无条件开放,0.8043100290789804,0.9909843799140371,0.7958333333333333,0.5357673267326732,0.8366253766038727,1.0,0.5303616352201258,0.9749999999999999,0.9486760263194101,0.7235557363710333,0.2674286435430038,0
O2813841502025065,徐汇区娱乐业单位,经济建设,数据产品,有条件开放,0.8042199329260471,0.9908795471223398,0.8500000000000001,0.8125,0.6431205160398515,1.0,0.4663993710691824,0.9749999999999999,0.7752000098904401,0.04240588489831242,0.9484736622240274,1
O2813841502025057,徐汇区专用设备制造业单位,经济建设,数据产品,有条件开放,0.8039200099692503,0.9907747143306426,0.8500000000000001,0.8541666666666666,0.577953299238435,1.0,0.4652987421383648,0.9749999999999999,0.7903759132721292,0.04240588489831242,0.9483688294323301,1
1114,环境统计系统-工业企业排放总量,资源环境,数据接口,无条件开放,0.8039184662872517,0.9906698815389454,0.7208333333333333,0.5844265676567657,0.6819942083324323,1.0,0.6402987421383648,0.9849999999999999,0.920900828051611,0.9654190398698128,0.025250841669132607,0
O2813841502025059,徐汇区农副食品加工业单位,经济建设,数据产品,有条件开放,0.8037352021280577,0.9905650487472482,0.8500000000000001,0.8541666666666666,0.5705326529472472,1.0,0.4652987421383648,0.9749999999999999,0.7992532476649847,0.04240588489831242,0.9481591638489357,1
O6774177612025001,老年活动室信息表（一张图）,民生服务,数据接口,无条件开放,0.8037105607355848,0.9904602159555509,0.7958333333333333,0.598246699669967,0.7757429763408987,1.0,0.5102987421383648,0.9849999999999999,0.9331848330321106,0.78966639544345,0.20079382051210093,0
14448,闵行区吴泾镇集体资产监管权限级别信息,机构团体,数据接口,无条件开放,0.8035445114459387,0.9903553831638536,0.5791666666666667,0.7592409240924092,0.4336317761951289,1.0,0.9652987421383648,0.7749999999999999,0.805310256037321,0.2676973148901546,0.722658068273699,1
O2813841502025072,徐汇区橡胶和塑料制品业单位,经济建设,数据产品,有条件开放,0.8035013388352786,0.9902505503721564,0.8500000000000001,0.8645833333333334,0.5551773173013995,1.0,0.4652987421383648,0.9749999999999999,0.7992532476649847,0.024015577672003463,0.9662349727001529,1
O2813841502025064,徐汇区土木工程建筑业单位,经济建设,数据产品,有条件开放,0.8034675950952679,0.9901457175804592,0.8500000000000001,0.8541666666666666,0.5831489452958406,1.0,0.4663993710691824,0.9749999999999999,0.7752000098904401,0.0323453050627434,0.9578004125177159,1
O2813841502025095,徐汇区批发业单位,经济建设,数据产品,有条件开放,0.8029904296769572,0.990040884788762,0.8500000000000001,0.8125,0.6980665754586745,1.0,0.41579716981132075,0.9749999999999999,0.7752000098904401,0.0323453050627434,0.9576955797260186,1
O1928138392025208,虹口区嘉兴街道新时代文明实践分中心7月活动安排,民生服务,数据接口,无条件开放,0.8027796908366742,0.9899360519970647,0.8374999999999999,0.7863242574257425,0.43371704653638554,1.0,0.6292924528301886,0.9749999999999999,0.8216284103177105,0.576586655817738,0.41334939617932664,0
O1928138392025141,虹口区川北街道新时代文明实践分中心7月活动安排,民生服务,数据接口,无条件开放,0.8025118698310814,0.9898312192053674,0.7958333333333333,0.7821163366336634,0.4129594394267181,1.0,0.6259905660377358,0.9749999999999999,0.9007503977060424,0.5628559804719284,0.426975238733439,0
O2813841502025069,徐汇区房地产业单位,经济建设,数据产品,有条件开放,0.8021206781305081,0.9897263864136702,0.8500000000000001,0.8229166666666666,0.6615349025237393,1.0,0.41579716981132075,0.9749999999999999,0.7992532476649847,0.027693639117265252,0.9620327472964049,1
O2813842482026016,黄浦区法人基本信息(产品),经济建设,数据产品,有条件开放,0.8020118267780713,0.9896215536219729,0.7666666666666667,0.7487417491749174,0.5785072268587172,1.0,0.8099842767295597,0.675,0.8878650282451217,0.19482907832107313,0.7947924753008998,1
AA4102014009,上海市中外合作办学机构/项目信息,教育科技,数据接口,无条件开放,0.8003033763230915,0.9895167208302758,0.6416666666666667,0.5767739273927394,0.6973150900341417,1.0,0.6402987421383648,0.9849999999999999,0.9403764427211863,0.9882017900732303,0.0013149307570454738,0
O2813841502025058,徐汇区体育业单位,经济建设,数据产品,有条件开放,0.8002884960298272,0.9894118880385785,0.8500000000000001,0.8125,0.6134011436969715,1.0,0.4652987421383648,0.9749999999999999,0.7752000098904401,0.037321505841627,0.9520903821969515,1
