数据集ID,数据资源名称,数据领域,数据资源类型,开放属性,PotentialUse_CRITIC,PotentialUse_CRITIC_percentile,topic_public_value_score,semantic_clarity_score,data_richness_score,machine_readability_score,timeliness_score,spatiotemporal_capability_score,combinability_score,ActualUse_type_percentile,DormantScore_rule,rule_dormant_candidate
O2813841502025050,徐汇区龙华街道公共法律服务机构,民生服务,数据产品,无条件开放,0.7649846595721335,0.9638326868644512,0.9624999999999999,0.8299711221122112,0.2577636279141936,1.0,0.4663993710691824,0.9749999999999999,0.7530751181314588,0.1300302899177845,0.8338023969466667,1
O2813841502026115,徐汇区_室外消火栓末端压力_物联设备信息,公共安全,数据产品,有条件开放,0.7649367461441887,0.963727854072754,0.8416666666666667,0.8875,0.45758819597476186,1.0,0.5445707547169811,0.675,0.8016565802039852,0.0022717438338381653,0.9614561102389158,1
O2813841502025055,徐汇区天平街道公共法律服务机构,民生服务,数据产品,无条件开放,0.7646304599275411,0.9636230212810567,0.9624999999999999,0.8299711221122112,0.2549593370814191,1.0,0.4663993710691824,0.9749999999999999,0.7530751181314588,0.12137602769363912,0.8422469935874176,1
O2813841502026111,徐汇区_消防主管网压力_物联设备信息,公共安全,数据产品,有条件开放,0.7645425023901788,0.9635181884893594,0.8416666666666667,0.8666666666666666,0.4885978709280497,1.0,0.5376367924528302,0.675,0.8042488305194024,0.020553872782345304,0.9429643157070141,1
O1928138392025199,虹口区暑期活动项目,民生服务,数据接口,无条件开放,0.7642934512432822,0.9634133556976622,0.8374999999999999,0.5919760726072607,0.6023596041239208,1.0,0.6292924528301886,0.7749999999999999,0.8249303350701553,0.5883848657445078,0.3750284899531544,0
O1928138392025153,虹口区应急管理综合行政执法对象和执法事项公示202506,公共安全,数据接口,无条件开放,0.7642363016169178,0.963308522905965,0.8,0.8383663366336633,0.3361777352936571,1.0,0.6292924528301886,0.7749999999999999,0.7781776855456879,0.5636696501220505,0.3996388727839145,0
O1928138402025012,闵行区新虹街道政务上会处理信息,机构团体,数据接口,无条件开放,0.7642243276737826,0.9632036901142678,0.5375000000000001,0.7029909240924092,0.7090392445972094,1.0,0.5752987421383647,0.7749999999999999,0.8194555449888871,0.32200976403580145,0.6411939260784663,1
O2813841502025052,徐汇区斜土街道公共法律服务机构,民生服务,数据产品,无条件开放,0.7641836116424644,0.9630988573225705,0.9624999999999999,0.8299711221122112,0.25142152283283775,1.0,0.4663993710691824,0.9749999999999999,0.7530751181314588,0.11823885763738641,0.8448599996851841,1
O2813841502026076,徐汇区长桥街道_消火栓按钮传感器_物联设备信息,公共安全,数据产品,有条件开放,0.764143788350483,0.9629940245308732,0.8416666666666667,0.91875,0.4639772612316339,1.0,0.5029669811320755,0.675,0.8016565802039852,0.020553872782345304,0.9424401517485279,1
O1928138392025170,虹口区事业单位公开招聘拟录用人员名单,社保就业,数据接口,无条件开放,0.7638925577803115,0.962889191739176,0.7583333333333334,0.6849834983498351,0.5314395553242233,1.0,0.6292924528301886,0.7749999999999999,0.8163866786394204,0.575772986167616,0.38711620557156,0
13827,闵行区公共事业费信息表,民生服务,数据接口,无条件开放,0.7637551050992423,0.9627843589474788,0.7958333333333333,0.6224628712871287,0.6452281136549899,0.91,0.9652987421383648,0.575,0.6886486566218912,0.7386086248982913,0.22417573404918756,0
O2813841502025047,徐汇区湖南街道公共法律服务机构,民生服务,数据产品,无条件开放,0.7636729141993961,0.9626795261557816,0.9624999999999999,0.8299711221122112,0.24737819817178158,1.0,0.4663993710691824,0.9749999999999999,0.7530751181314588,0.1529640848117698,0.8097154413440117,1
O2813841502026108,徐汇区_压力开关传感器_物联设备信息,公共安全,数据产品,有条件开放,0.7636107465012455,0.9625746933640843,0.8416666666666667,0.8666666666666666,0.48296054552617895,1.0,0.5376367924528302,0.675,0.8016565802039852,0.007572479446127218,0.955002213917957,1
O1928138392025139,虹口区五金店信息,民生服务,数据接口,无条件开放,0.7635989358912041,0.962469860572387,0.7958333333333333,0.5461633663366336,0.41406213085402654,1.0,0.6292924528301886,0.9749999999999999,0.8895352021784807,0.5899104963384866,0.37255936423390046,0
O2813841502026080,徐汇区天平街道_消火栓按钮传感器_物联设备信息,公共安全,数据产品,有条件开放,0.7635398041338205,0.9623650277806898,0.8416666666666667,0.91875,0.4591953608887453,1.0,0.5029669811320755,0.675,0.8016565802039852,0.020553872782345304,0.9418111549983444,1
9084,商品住宅专项维修资金专户年度归集和划转统计表,城市建设,数据接口,无条件开放,0.7635062905355237,0.9622601949889925,0.7208333333333333,0.7405115511551156,0.3376791885603823,1.0,0.9652987421383648,0.585,0.703099458001866,0.9001220504475184,0.06213814454147415,0
O2813841502026065,徐汇区龙华街道_点型感烟探测器_物联设备信息,公共安全,数据产品,有条件开放,0.7633927410145019,0.9621553621972954,0.8416666666666667,0.9083333333333333,0.4728009566318027,1.0,0.5019764150943397,0.675,0.8016565802039852,0.012332323669407183,0.9498230385278882,1
O1928138392025189,虹口区照相馆信息,民生服务,数据接口,无条件开放,0.7633164402766143,0.9620505294055981,0.8374999999999999,0.5642326732673267,0.3659098502218005,1.0,0.6292924528301886,0.9749999999999999,0.8861171444043169,0.5784174125305126,0.3836331168750855,0
O2813841502026053,徐汇区湖南街道_输入输出模块_物联设备信息,公共安全,数据产品,有条件开放,0.7629945564989169,0.9619456966139008,0.8416666666666667,0.8979166666666666,0.4831522051704749,1.0,0.5019764150943397,0.675,0.8016565802039852,0.0022717438338381653,0.9596739527800626,1
O1928138402025109,闵行区新虹街道社区治理专项任务信息,城市建设,数据接口,无条件开放,0.762944483481665,0.9618408638222036,0.7625,0.7411509900990099,0.5110827587669354,1.0,0.5752987421383647,0.7749999999999999,0.8261828752832393,0.37642392188771356,0.58541694193449,1
O1928138392025541,普陀区炒货食品及坚果制品监督抽检合格产品信息,公共安全,数据产品,无条件开放,0.762939138156073,0.9617360310305063,0.8416666666666667,0.9083333333333333,0.5691581442228987,1.0,0.4289779874213837,0.675,0.7917607272592408,0.2289052358286456,0.7328307952018607,1
O1928138392025543,普陀区可可及焙烤咖啡产品监督抽检合格产品信息,公共安全,数据产品,无条件开放,0.7629275250122182,0.961631198238809,0.8416666666666667,0.9083333333333333,0.569066199938513,1.0,0.4289779874213837,0.675,0.7917607272592408,0.25162267416702727,0.7100085240717817,1
O1928138392025177,虹口区母婴用品店信息,民生服务,数据接口,无条件开放,0.7628630671447689,0.9615263654471119,0.7958333333333333,0.566996699669967,0.3812285082406468,1.0,0.6292924528301886,0.9749999999999999,0.8895352021784807,0.5748576078112286,0.38666875763588326,0
O2813841502026077,徐汇区漕河泾街道_输入输出模块_物联设备信息,公共安全,数据产品,有条件开放,0.762400932728221,0.9614215326554146,0.8416666666666667,0.9083333333333333,0.46368239841722847,1.0,0.5029669811320755,0.675,0.8016565802039852,0.012332323669407183,0.9490892089860075,1
O2813841502026040,徐汇区枫林街道_模块_物联设备信息,公共安全,数据产品,有条件开放,0.76231519212624,0.9613166998637174,0.8416666666666667,0.85625,0.5355870778289809,1.0,0.4990047169811322,0.675,0.8016565802039852,0.016334919948074428,0.9449817799156429,1
O2813841502026036,徐汇区徐家汇街道_门禁设备_物联设备信息,公共安全,数据产品,有条件开放,0.7622273524083036,0.9612118670720201,0.8416666666666667,0.8875,0.4943802907543132,1.0,0.4990047169811322,0.675,0.8016565802039852,0.05192557334487235,0.9092862937271478,1
12162,青浦区规模以上服务业企业主要指标按行业分,经济建设,数据接口,无条件开放,0.7621243828306059,0.9611070342803228,0.7250000000000001,0.5327970297029703,0.586973007707961,1.0,0.733066037735849,0.7749999999999999,0.8386486566218911,0.7648494711147275,0.1962575631655954,0
1863,信息公开目录,民生服务,数据接口,无条件开放,0.762055282893662,0.9610022014886257,0.7124999999999999,0.45453795379537953,0.6499681201160936,1.0,0.766996855345912,0.7849999999999999,0.8249303350701553,0.9727420667209113,-0.011739865232285651,0
O2813841502026083,徐汇区长桥街道_手动火灾报警按钮_物联设备信息,公共安全,数据产品,有条件开放,0.7619021860424147,0.9608973686969284,0.8416666666666667,0.91875,0.4462299119634657,1.0,0.5029669811320755,0.675,0.8016565802039852,0.07615750757247945,0.884739861124449,1
O2813841502026042,徐汇区凌云街道_感温探测器_物联设备信息,公共安全,数据产品,有条件开放,0.7618870281414174,0.9607925359052312,0.8416666666666667,0.8875,0.4916858549004938,1.0,0.4990047169811322,0.675,0.8016565802039852,0.007572479446127218,0.9532200564591039,1
O2813841502026122,徐汇区_楼层显示器_物联设备信息,城市建设,数据产品,有条件开放,0.7618862057267414,0.9606877031135339,0.8041666666666666,0.8458333333333333,0.46330116369809293,1.0,0.5445707547169811,0.675,0.8708827146475726,0.11088273474686283,0.8498049683666711,1
2944,上海市高中招生学校名单,教育科技,数据接口,无条件开放,0.7617916168204646,0.9605828703218366,0.6416666666666667,0.48657178217821784,0.5706743568096173,1.0,0.5951729559748429,0.9849999999999999,0.9349347490761972,0.9827095199349064,-0.02212664961306976,0
O2813841502026116,徐汇区_末端试水电动阀_物联设备信息,公共安全,数据产品,有条件开放,0.7617503811552151,0.9604780375301394,0.8416666666666667,0.8666666666666666,0.4593684726118527,1.0,0.5445707547169811,0.675,0.8016565802039852,0.0022717438338381653,0.9582062936963012,1
O2813841502026098,徐汇区_睡眠仪_物联设备信息,卫生健康,数据产品,有条件开放,0.7617351110602623,0.9603732047384422,0.8791666666666665,0.825,0.49981915006046745,1.0,0.5376367924528302,0.675,0.8016565802039852,0.0323453050627434,0.9280278996756989,1
O1928138392025039,虹口区敬老院信息,民生服务,数据接口,无条件开放,0.7616125217046059,0.960268371946745,0.8374999999999999,0.5642326732673267,0.35916356127868226,1.0,0.6259905660377358,0.9749999999999999,0.8823567359531127,0.6048616761594793,0.3554066957872657,0
O2813841502025054,徐汇区华泾镇公共法律服务机构,民生服务,数据产品,无条件开放,0.7615734843206119,0.9601635391550477,0.9624999999999999,0.8160891089108911,0.2487525904014603,1.0,0.4663993710691824,0.9749999999999999,0.7530751181314588,0.12516226741670272,0.835001271738345,1
O2813841502026044,徐汇区康健街道_感烟探测器_物联设备信息,公共安全,数据产品,有条件开放,0.7615456780480137,0.9600587063633504,0.8416666666666667,0.8875,0.4889832973109728,1.0,0.4990047169811322,0.675,0.8016565802039852,0.012332323669407183,0.9477263826939433,1
12881,闵行区公开课信息,文化休闲,数据接口,无条件开放,0.7614955638680712,0.9599538735716532,0.49166666666666664,0.11868811881188118,0.6810331826449078,1.0,0.9652987421383648,0.9749999999999999,0.92229256963487,0.7532546786004882,0.20669919497116496,0
O1928138392025175,虹口区律师事务所信息,民生服务,数据接口,无条件开放,0.7614854925337237,0.9598490407799559,0.7958333333333333,0.5600660066006601,0.3883444803108711,1.0,0.6259905660377358,0.9749999999999999,0.8823567359531127,0.576586655817738,0.3832623849622179,0
7333,排污许可证企业水排口表,资源环境,数据接口,无条件开放,0.7613991918711007,0.9597442079882588,0.6791666666666666,0.2261757425742574,0.7098742947189998,1.0,0.9652987421383648,0.7849999999999999,0.820900828051611,0.9135475996745321,0.04619660831372663,0
O2813841502025046,徐汇区虹梅街道公共法律服务机构,民生服务,数据产品,无条件开放,0.761240331408183,0.9596393751965615,0.9624999999999999,0.8299711221122112,0.22811880668025686,1.0,0.4663993710691824,0.9749999999999999,0.7530751181314588,0.16497187364777152,0.79466750154879,1
O2813841502026069,徐汇区枫林街道_输入输出模块_物联设备信息,公共安全,数据产品,有条件开放,0.76121575018331,0.9595345424048642,0.8416666666666667,0.8979166666666666,0.4690689323036201,1.0,0.5019764150943397,0.675,0.8016565802039852,0.007572479446127218,0.951962062958737,1
9802,长宁区门诊信息表,卫生健康,数据接口,无条件开放,0.7610114072490064,0.959429709613167,0.7958333333333333,0.5357673267326732,0.38388184484344906,1.0,0.6402987421383648,0.9749999999999999,0.903099458001866,0.8909682668836453,0.0684614427295217,0
O2813841502026130,徐汇区_感声火灾探测器_物联设备信息,公共安全,数据产品,有条件开放,0.7610021446071574,0.9593248768214697,0.8416666666666667,0.8666666666666666,0.4534444889927286,1.0,0.5445707547169811,0.675,0.8016565802039852,0.04738208567719602,0.9119427911442737,1
O2813841502026031,徐汇区龙华街道_门禁设备_物联设备信息,公共安全,数据产品,有条件开放,0.7609334033786646,0.9592200440297726,0.8416666666666667,0.8770833333333333,0.4976395383453914,1.0,0.4990047169811322,0.675,0.8016565802039852,0.007572479446127218,0.9516475645836453,1
2947,上海市民终身学习体验基地信息,教育科技,数据接口,无条件开放,0.7609016577282974,0.9591152112380753,0.6000000000000001,0.5101485148514852,0.5565724882375873,1.0,0.5951729559748429,0.9849999999999999,0.9368375722163842,0.9082587469487388,0.050856464289336545,0
O1928138392025198,虹口定点医保药店名录,卫生健康,数据接口,无条件开放,0.7608213765143905,0.959010378446378,0.7958333333333333,0.5600660066006601,0.3788659884625509,1.0,0.6292924528301886,0.9749999999999999,0.8823567359531127,0.5922497965825875,0.36676058186379057,0
12212,青浦区各镇街道户籍人口出生率死亡率和自然增长率,民生服务,数据接口,无条件开放,0.7607538929893782,0.9589055456546808,0.8374999999999999,0.5640470297029703,0.4918563515782804,1.0,0.7242610062893081,0.7749999999999999,0.820900828051611,0.7860048820179008,0.17290066363678003,0
O2813841502026056,徐汇区漕河泾街道_模块_物联设备信息,公共安全,数据产品,有条件开放,0.7606906686877105,0.9588007128629835,0.8416666666666667,0.8666666666666666,0.5054230625036328,1.0,0.5019764150943397,0.675,0.8016565802039852,0.007572479446127218,0.9512282334168563,1
O2813841502026060,徐汇区漕河泾街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,0.7605868744070142,0.9586958800712863,0.8416666666666667,0.8875,0.4775937380508073,1.0,0.5019764150943397,0.675,0.8016565802039852,0.016334919948074428,0.9423609601232118,1
O2813841502026045,徐汇区虹梅街道_模块_物联设备信息,公共安全,数据产品,有条件开放,0.760573927505355,0.9585910472795891,0.8416666666666667,0.85625,0.5218010323364686,1.0,0.4990047169811322,0.675,0.8016565802039852,0.020553872782345304,0.9380371744972438,1
O2813841502026033,徐汇区田林街道_门禁设备_物联设备信息,公共安全,数据产品,有条件开放,0.7605690423178877,0.9584862144878918,0.8416666666666667,0.8770833333333333,0.49475479693428054,1.0,0.4990047169811322,0.675,0.8016565802039852,0.0022717438338381653,0.9562144706540536,1
O2813841502026039,徐汇区虹梅街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,0.7604315666105959,0.9583813816961946,0.8416666666666667,0.8770833333333333,0.4936663659559512,1.0,0.4990047169811322,0.675,0.8016565802039852,0.016334919948074428,0.9420464617481201,1
O2813841502026078,徐汇区天平街道_输入输出模块_物联设备信息,公共安全,数据产品,有条件开放,0.7603824852970378,0.9582765489044973,0.8416666666666667,0.8979166666666666,0.4612056034774121,1.0,0.5029669811320755,0.675,0.8016565802039852,0.012332323669407183,0.9459442252350901,1
O2813841502026126,徐汇区_探测回路控制器_物联设备信息,公共安全,数据产品,有条件开放,0.7602099003816201,0.9581717161128,0.8416666666666667,0.8666666666666666,0.44717208512978934,1.0,0.5445707547169811,0.675,0.8016565802039852,0.027693639117265252,0.9304780769955348,1
O2813841502026152,徐汇区_消防控制柜传感器_物联设备信息,公共安全,数据产品,有条件开放,0.7601881902100811,0.9580668833211028,0.8416666666666667,0.8770833333333333,0.4334964209972292,1.0,0.5445707547169811,0.675,0.8016565802039852,0.012332323669407183,0.9457345596516956,1
10358,黄浦区退役军人服务中心(区级),民生服务,数据接口,无条件开放,0.7601860848704027,0.9579620505294056,0.7541666666666665,0.5698226072607261,0.4280414701685453,1.0,0.8154874213836478,0.7749999999999999,0.7982446209083266,0.8397070789259561,0.11825497160344955,0
O2813841502026070,徐汇区华泾镇_模块_物联设备信息,公共安全,数据产品,有条件开放,0.7601148702818415,0.9578572177377084,0.8833333333333334,0.8708333333333333,0.47067767450430825,1.0,0.5019764150943397,0.675,0.8016565802039852,0.037321505841627,0.9205357118960814,1
7197,授权松江区人民政府定价目录信息,机构团体,数据接口,无条件开放,0.7600352345288771,0.9577523849460111,0.49583333333333335,0.5913572607260726,0.3692461653643862,1.0,0.9652987421383648,0.7749999999999999,0.7861171444043169,0.9910496338486574,-0.03329724890264629,0
9742,预付卡发卡经营者被列入严重失信名单,信用服务,数据接口,无条件开放,0.7600346045180664,0.9576475521543139,0.5249999999999999,0.6834777227722773,0.5006195920990307,1.0,0.9652987421383648,0.585,0.703099458001866,0.8523189585028479,0.10532859365146596,0
O2813841502026109,徐汇区_倾角震动传感器_物联设备信息,公共安全,数据产品,有条件开放,0.759984533357218,0.9575427193626166,0.8416666666666667,0.8666666666666666,0.45813772158029165,1.0,0.5376367924528302,0.675,0.795864718816109,0.012332323669407183,0.9452103956932094,1
O2813841502026066,徐汇区天平街道_感温探测器_物联设备信息,公共安全,数据产品,有条件开放,0.7599611325870692,0.9574378865709194,0.8416666666666667,0.8875,0.47263957709625654,1.0,0.5019764150943397,0.675,0.8016565802039852,0.012332323669407183,0.9451055629015123,1
O2813841502026156,徐汇区_楼道堆物监测传感器_物联设备信息,民生服务,数据产品,有条件开放,0.7599106797161831,0.9573330537792222,0.8791666666666665,0.8875,0.3954889016959338,1.0,0.5445707547169811,0.675,0.8016565802039852,0.0022717438338381653,0.955061309945384,1
1116,环境统计系统-农业源排放总量,资源环境,数据接口,无条件开放,0.7598474997701598,0.9572282209875249,0.6791666666666666,0.5455445544554456,0.4659435498658736,1.0,0.5951729559748429,0.9849999999999999,0.920900828051611,0.95240032546786,0.004827895519664893,0
O1928138392025087,虹口区汽车维修信息,民生服务,数据接口,无条件开放,0.7598140602588467,0.9571233881958277,0.8374999999999999,0.5850453795379538,0.36682117651548546,1.0,0.6292924528301886,0.9749999999999999,0.8032347485647808,0.5792310821806347,0.37789230601519297,0
O2813841502026095,徐汇区_智能面板灯_物联设备信息,城市建设,数据产品,有条件开放,0.7598052764885354,0.9570185554041304,0.8041666666666666,0.8458333333333333,0.5021458238496286,1.0,0.5376367924528302,0.675,0.8016565802039852,0.016334919948074428,0.9406836354560559,1
O5485687442025018,互联网销售医疗器械第三方平台备案结果信息,卫生健康,数据接口,有条件开放,0.7597730890922842,0.9569137226124331,0.7958333333333333,0.7300742574257426,0.5255144822501602,1.0,0.8352987421383649,0.48500000000000004,0.7470608878949075,0.24338893409275833,0.7135247885196748,1
O2813841502025056,徐汇区徐家汇街道公共法律服务机构,民生服务,数据产品,无条件开放,0.7597604834418331,0.956808889820736,0.9624999999999999,0.8923679867986799,0.39752498367716715,1.0,0.4663993710691824,0.7749999999999999,0.695864718816109,0.17578970142795328,0.7810191883927827,1
O2813841502026144,徐汇区_声光警报传感器_物联设备信息,公共安全,数据产品,有条件开放,0.7596107937837567,0.9567040570290387,0.8416666666666667,0.8666666666666666,0.4424288021652446,1.0,0.5445707547169811,0.675,0.8016565802039852,0.020553872782345304,0.9361501842466934,1
O1928138392025546,普陀区淀粉及淀粉制品监督抽检合格产品信息,公共安全,数据产品,无条件开放,0.7595641918589545,0.9565992242373415,0.8416666666666667,0.8875,0.5694453735299406,1.0,0.4289779874213837,0.675,0.7917607272592408,0.23334054521852013,0.7232586790188213,1
O2813841502026105,徐汇区_门禁释放_物联设备信息,公共安全,数据产品,有条件开放,0.7595430629531078,0.9564943914456442,0.8416666666666667,0.8354166666666666,0.49126697265315894,1.0,0.5376367924528302,0.675,0.8016565802039852,0.020553872782345304,0.9359405186632989,1
O2813841502026142,徐汇区_气体灭火控制器_物联设备信息,公共安全,数据产品,有条件开放,0.7595294387904424,0.9563895586539469,0.8416666666666667,0.8666666666666666,0.44178469349536126,1.0,0.5445707547169811,0.675,0.8016565802039852,0.024015577672003463,0.9323739809819435,1
O1928138392025538,普陀区茶叶及相关制品监督抽检合格产品信息,公共安全,数据产品,无条件开放,0.759505538756062,0.9562847258622497,0.8416666666666667,0.8875,0.5689810016389284,1.0,0.4289779874213837,0.675,0.7917607272592408,0.3476849848550411,0.6085997410072086,1
O1928138392025536,普陀区薯类和膨化食品监督抽检合格产品信息,公共安全,数据产品,无条件开放,0.7594945278932748,0.9561798930705525,0.8416666666666667,0.8875,0.5688938257706105,1.0,0.4289779874213837,0.675,0.7917607272592408,0.24599740372133275,0.7101824893492198,1
9482,各地来沪企业统计—年度按行业,经济建设,数据接口,无条件开放,0.7594154014878005,0.9560750602788552,0.6416666666666667,0.6321782178217822,0.4583462942233511,1.0,0.7702987421383648,0.7849999999999999,0.7926680765959939,0.8574043938161107,0.09867066646274458,0
O2813841502026096,徐汇区_应急照明_物联设备信息,城市建设,数据产品,有条件开放,0.7593758221354855,0.955970227487158,0.8041666666666666,0.8354166666666666,0.5122495009412831,1.0,0.5376367924528302,0.675,0.8016565802039852,0.0323453050627434,0.9236249224244146,1
O2813841502026155,徐汇区_智能手环（守护宝）_物联设备信息,民生服务,数据产品,有条件开放,0.7593564575167109,0.9558653946954607,0.8791666666666665,0.8875,0.3911009802029896,1.0,0.5445707547169811,0.675,0.8016565802039852,0.024015577672003463,0.9318498170234573,1
O2813841502026055,徐汇区枫林街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,0.7593287974110752,0.9557605619037635,0.8416666666666667,0.8770833333333333,0.48113699387507824,1.0,0.5019764150943397,0.675,0.8016565802039852,0.007572479446127218,0.9481880824576362,1
O2813841502026074,徐汇区天平街道_火灾探测器_物联设备信息,公共安全,数据产品,有条件开放,0.759251476346347,0.9556557291120662,0.8416666666666667,0.8875,0.4657548901090783,1.0,0.5029669811320755,0.675,0.8016565802039852,0.007572479446127218,0.9480832496659389,1
O2813841502026113,徐汇区_消火栓泵_物联设备信息,公共安全,数据产品,有条件开放,0.7592176391371392,0.955550896320369,0.8416666666666667,0.8354166666666666,0.48695087891576566,1.0,0.5376367924528302,0.675,0.8042488305194024,0.06533967979229771,0.8902112165280713,1
O2813841502026141,徐汇区_挡烟垂壁传感器_物联设备信息,公共安全,数据产品,有条件开放,0.7591922512071929,0.9554460635286718,0.8416666666666667,0.8666666666666666,0.439115091582801,1.0,0.5445707547169811,0.675,0.8016565802039852,0.016334919948074428,0.9391111435805973,1
O2813841502026057,徐汇区斜土街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,0.7590768876769037,0.9553412307369745,0.8416666666666667,0.8770833333333333,0.47914255890313845,1.0,0.5019764150943397,0.675,0.8016565802039852,0.012332323669407183,0.9430089070675673,1
O2813841502025115,徐汇区企业环保处罚信息,经济建设,数据产品,有条件开放,0.7590233706233497,0.9552363979452773,0.8083333333333335,0.81875,0.6527447740294224,1.0,0.41678773584905665,0.7749999999999999,0.6802171484322747,0.08740804846386846,0.8678283494814087,1
O5485687412025007,数据上链-海洋环境监测数据,资源环境,数据接口,无条件开放,0.7590032910919329,0.95513156515358,0.6791666666666666,0.4727516501650165,0.6482001397930703,1.0,0.9597955974842767,0.585,0.7519170626737463,0.5673311635475997,0.3878004016059803,0
O2813841502025108,徐汇区律师事务所,经济建设,数据产品,有条件开放,0.7589345484818734,0.9550267323618828,0.8500000000000001,0.5625,0.6601259588857913,1.0,0.41678773584905665,0.9749999999999999,0.7930266899626016,0.037321505841627,0.9177052265202559,1
O2813841502026153,徐汇区_倾斜监测传感器_物联设备信息,公共安全,数据产品,有条件开放,0.7585367056124508,0.9549218995701856,0.8416666666666667,0.8666666666666666,0.4339249663811885,1.0,0.5445707547169811,0.675,0.8016565802039852,0.007572479446127218,0.9473494201240583,1
O2813841502026151,徐汇区_蓝牙嗅探传感器_物联设备信息,公共安全,数据产品,有条件开放,0.7583725616102736,0.9548170667784883,0.8416666666666667,0.8666666666666666,0.4326253955668519,1.0,0.5445707547169811,0.675,0.8016565802039852,0.007572479446127218,0.947244587332361,1
O2813841502026064,徐汇区天平街道_门禁设备_物联设备信息,公共安全,数据产品,有条件开放,0.7583431342851579,0.9547122339867911,0.8416666666666667,0.8770833333333333,0.4733332422044787,1.0,0.5019764150943397,0.675,0.8016565802039852,0.007572479446127218,0.9471397545406638,1
O2813841502026028,徐汇区斜土街道_门禁设备_物联设备信息,城市建设,数据产品,有条件开放,0.758227827333844,0.9546074011950938,0.8041666666666666,0.8770833333333333,0.4985254055644957,1.0,0.4990047169811322,0.675,0.8016565802039852,0.012332323669407183,0.9422750775256866,1
AA4002014010,上海市校外教育机构名单,教育科技,数据接口,无条件开放,0.7579517760277235,0.9545025684033965,0.7250000000000001,0.5400371287128712,0.4349364423764829,1.0,0.5951729559748429,0.9849999999999999,0.914752824406189,0.9947111472742066,-0.040208578870810086,0
O2813841502026149,徐汇区_线型感温探测器_物联设备信息,公共安全,数据产品,有条件开放,0.7578970879967751,0.9543977356116994,0.8416666666666667,0.8666666666666666,0.4288609471380737,1.0,0.5445707547169811,0.675,0.8016565802039852,0.016334919948074428,0.9380628156636249,1
O1928138382025730,长宁区青年中心,民生服务,数据接口,无条件开放,0.7577845498979983,0.9542929028200021,0.7958333333333333,0.5184199669966997,0.3878228235661464,1.0,0.6402987421383648,0.9749999999999999,0.8926680765959939,0.37642392188771356,0.5778689809322886,1
O2813841502026161,徐汇区_噪音检测传感器_物联设备信息,民生服务,数据产品,有条件开放,0.7577818266935261,0.9541880700283049,0.8791666666666665,0.8666666666666666,0.4056417759851305,1.0,0.5445707547169811,0.675,0.8016565802039852,0.007572479446127218,0.9466155905821776,1
O2813841502026104,徐汇区_蓝牙基站_物联设备信息,公共安全,数据产品,有条件开放,0.757684204270446,0.9540832372366076,0.8416666666666667,0.8354166666666666,0.4784185082715654,1.0,0.5376367924528302,0.675,0.7988721416083726,0.016334919948074428,0.9377483172885331,1
O1928138392025148,虹口区电影院信息,民生服务,数据接口,无条件开放,0.7575818351483797,0.9539784044449103,0.7958333333333333,0.5461633663366336,0.37064368956324356,1.0,0.6259905660377358,0.9749999999999999,0.8895352021784807,0.5899104963384866,0.36406790810642375,0
O1928138392025117,虹口区快递点信息,城市建设,数据接口,无条件开放,0.7575499434759586,0.9538735716532131,0.7208333333333333,0.5461633663366336,0.41078391731748526,1.0,0.6292924528301886,0.9749999999999999,0.8895352021784807,0.5859438567941416,0.36792971485907144,0
O2813841502026114,徐汇区_电磁阀_物联设备信息,公共安全,数据产品,有条件开放,0.7575298399551805,0.9537687388615159,0.8416666666666667,0.825,0.48709191227795184,1.0,0.5376367924528302,0.675,0.8042488305194024,0.15685850281263522,0.7969102360488807,1
O1928138392025079,虹口区应急管理综合行政执法对象和执法事项公示202507,公共安全,数据接口,无条件开放,0.7575297099087347,0.95361148967397,0.8,0.8383663366336633,0.3361777352936571,1.0,0.6292924528301886,0.7749999999999999,0.699055698157356,0.5961147274206672,0.35749676225330285,0
O1928138392025109,虹口区应急管理综合行政执法对象和执法事项公示202505,公共安全,数据接口,无条件开放,0.7575297099087347,0.95361148967397,0.8,0.8383663366336633,0.3361777352936571,1.0,0.6292924528301886,0.7749999999999999,0.699055698157356,0.580960130187144,0.37265135948682604,0
O2813841502026159,徐汇区_电表监控传感器_物联设备信息,民生服务,数据产品,有条件开放,0.7574797849615668,0.9534542404864241,0.8791666666666665,0.8666666666666666,0.40325043293049934,1.0,0.5445707547169811,0.675,0.8016565802039852,0.012332323669407183,0.941121916817017,1
O9351158002025010,绿化工程监督隐患问题信息,城市建设,数据接口,无条件开放,0.7574793567932822,0.9533494076947269,0.6375,0.4130775577557756,0.6421743304318854,1.0,0.8088836477987422,0.7849999999999999,0.8493469857002864,0.29037835638730675,0.6629710513074201,1
O2813841502025045,徐汇区枫林街道公共法律服务机构,民生服务,数据产品,无条件开放,0.7574565070504149,0.9532445749030297,0.9624999999999999,0.8784859735973597,0.397279927894933,1.0,0.4663993710691824,0.7749999999999999,0.695864718816109,0.1840112505408914,0.7692333243621383,1
