row_no,dataset_id,retry_reason,old_status,old_missing_core,new_status,new_missing_core,action,duration_seconds,error
1480,O5915184142025161,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1481,O5915184132025185,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1482,O5915184132025184,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1483,O5915184132025182,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1484,O6344680872025030,"first4000_missing_core:download_formats,record_count,data_size,field_names",success,"download_formats,record_count,data_size,field_names",unavailable,"download_formats,record_count,data_size,field_names",skip_success_regression,0.47,
1485,O5915184132025179,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1486,O5915184132025177,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1487,O5915184132025175,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1488,O5915184132025174,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1489,O5915184132025173,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1490,O5915184132025172,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1491,O6344680872025023,first4000_missing_core:field_names,success,field_names,success,,upsert,6.92,
1492,O6344680872025024,"first4000_missing_core:record_count,field_names",success,"record_count,field_names",success,,upsert,6.87,
1493,O6344680872025026,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1494,O6344680872025028,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1495,O6344680872025027,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1496,O5915184132025168,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1497,O5915184132025166,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1498,O5915184132025162,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1499,O5915184132025165,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1500,O1928138412025079,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1501,O1928138412025077,first4000_missing_core:field_names,success,field_names,success,,upsert,6.89,
1502,O5915184132025164,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1503,O5915184132025163,first4000_missing_core:field_names,success,field_names,success,,upsert,6.89,
1504,O5915184132025161,first4000_missing_core:field_names,success,field_names,success,,upsert,6.89,
1505,O5915184132025160,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1506,O5915184132025159,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1507,O5915184142025139,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1508,O5915184142025138,first4000_missing_core:field_names,success,field_names,success,,upsert,6.93,
1509,O5915184142025137,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1510,O5915184142025136,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1511,O5915184142025135,first4000_missing_core:field_names,success,field_names,success,,upsert,6.89,
1512,O5915184142025134,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1513,O5915184142025133,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1514,O5915184142025132,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1515,O5915184142025131,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1516,O5915184142025130,first4000_missing_core:field_names,success,field_names,success,,upsert,6.89,
1517,O5915184132025158,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1518,O5915184132025157,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1519,O5915184132025156,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1520,O5915184132025055,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1521,O5915184132025155,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1522,O5915184132025153,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1523,O5915184132025152,first4000_missing_core:field_names,success,field_names,success,,upsert,6.89,
1524,O1928138412025078,first4000_missing_core:field_names,success,field_names,success,,upsert,6.94,
1525,O5915184132025151,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1526,O5915184132025132,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1527,O1928138412025076,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1528,O5915184132025150,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1529,O1928138412025075,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1530,O1928138412025074,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1531,O5915184132025149,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1532,O5915184132025147,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1533,O5915184132025146,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1534,O5915184132025144,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1535,O5915184132025143,first4000_missing_core:field_names,success,field_names,success,,upsert,6.81,
1536,O5915184132025142,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1537,O5915184132025140,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1538,O5915184132025139,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1539,O5915184132025137,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1540,O5915184132025138,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1541,O5915184132025148,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1542,O5915184142025129,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1543,O5915184142025128,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1544,O5915184142025126,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1545,O5915184142025124,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1546,O5915184142025120,first4000_missing_core:field_names,success,field_names,success,,upsert,6.83,
1547,O5915184142025122,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1548,O5915184142025121,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1549,O5915184142025118,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1550,O5915184142025116,first4000_missing_core:field_names,success,field_names,success,,upsert,6.89,
1551,O5915184142025109,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1552,O5915184142025114,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1553,O5915184142025113,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1554,O5915184142025112,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1555,O5915184142025111,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1556,O5915184142025110,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1557,O5915184142025108,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1558,O5915184142025107,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1559,O5915184142025106,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1560,O5915184142025105,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1561,O5915184142025104,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1562,O5915184132025145,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1563,O5915184132025141,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1564,O5915184132025136,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1565,O5915184132025135,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1566,O5915184132025134,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1567,O1928138412025064,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1568,O5915184142025119,first4000_missing_core:record_count,success,record_count,success,,upsert,6.39,
1569,O5915184142025117,first4000_missing_core:record_count,success,record_count,success,,upsert,6.39,
1570,O5915184142025068,first4000_missing_core:record_count,success,record_count,success,,upsert,6.39,
1571,O5915184132025133,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1572,O5915184142025067,first4000_missing_core:record_count,success,record_count,success,,upsert,6.44,
1573,O5915184132025128,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1574,O5915184132025123,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1575,O5915184132025122,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1576,O1928138412025055,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1577,O1928138412025054,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1578,O1928138412025053,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1579,O1928138412025052,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1580,O1928138412025051,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1581,O1928138412025050,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1582,O1928138412025049,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1583,O5915184142025023,"first4000_missing_core:record_count,field_names",success,"record_count,field_names",success,,upsert,6.41,
1584,O5915184142025070,first4000_missing_core:record_count,success,record_count,success,,upsert,6.39,
1585,O5915184142025079,first4000_missing_core:record_count,success,record_count,success,,upsert,6.4,
1586,O5915184142025080,first4000_missing_core:record_count,success,record_count,success,,upsert,6.41,
1587,O5915184142025077,first4000_missing_core:record_count,success,record_count,success,,upsert,6.4,
1588,O5915184142025074,first4000_missing_core:record_count,success,record_count,success,,upsert,6.39,
1589,O5915184142025103,first4000_missing_core:field_names,success,field_names,success,,upsert,6.82,
1590,O5915184142025101,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1591,O5915184142025100,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1592,O5915184142025099,first4000_missing_core:field_names,success,field_names,success,,upsert,6.9,
1593,O5915184142025098,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1594,O5915184142025097,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
