detail_url,download_formats,record_count,data_size,field_names,scraped_at,missing_core_fields
https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=11206&&companyFlag=0,RDF;XML;CSV;JSON;XLSX,509.0,35 KB,,2026-04-30T10:49:55,field_names
https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=11281&&companyFlag=0,RDF;XML;CSV;JSON;XLSX,16.0,7 KB,,2026-04-30T10:58:16,field_names
https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=11321&&companyFlag=0,RDF;XML;CSV;JSON,16.0,3 KB,,2026-04-30T11:01:18,field_names
https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=11130&&companyFlag=0,,13.0,20 KB,主键;值班电话;地址;浮点型F,2026-04-30T11:09:41,download_formats
https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=11161&&companyFlag=0,,324.0,48 KB,NULL;单位,2026-04-30T11:10:23,download_formats
https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=11125&&companyFlag=0,,12.0,24 KB,公开咨询电话;地址;建成时间;建筑面积（平方/公尺）;目前营运状态,2026-04-30T11:16:08,download_formats
https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=11124&&companyFlag=0,,14.0,21 KB,企业名称;年度;班组名称;长文本text,2026-04-30T11:16:48,download_formats
https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=11123&&companyFlag=0,,13.0,20 KB,NULL;姓名;年度;数值型N,2026-04-30T11:17:27,download_formats
https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=11122&&companyFlag=0,,11.0,20 KB,企业名称;企业地址;营业时间,2026-04-30T11:18:06,download_formats
https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=11062&&companyFlag=0,RDF;CSV;XLSX,30.0,2 KB,,2026-04-30T11:20:59,field_names
https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=10941&&companyFlag=0,RDF;XML;CSV;JSON;XLSX,7.0,10 KB,,2026-04-30T11:24:41,field_names
https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=10861&&companyFlag=0,RDF;XML;CSV;JSON;XLSX,10.0,3 KB,,2026-04-30T11:27:13,field_names
