indicator,raw_zero_count,raw_median,raw_p95,raw_p99,raw_max,score_min,score_median,score_max
浏览量,120,72.0,3646.3999999999796,8209.930000000066,249558.0,0.0062375511059859,0.5001572491875459,1.0
下载量,4055,2.0,1499.5999999999913,5138.490000000063,179260.0,0.2124960687703113,0.4760981234930286,1.0
接口调用量,8085,0.0,165.0,3861.860000000015,146979199.0,0.4237341440402558,0.4237341440402558,1.0
