数据集ID,数据资源名称,数据领域,数据资源类型,开放属性,baseline_candidate,sensitivity_selected_count,sensitivity_selected_share,PotentialUse_CRITIC_percentile,ActualUse_type_percentile,DormantScore_rule,robustness_rank
O2813841502025059,徐汇区农副食品加工业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9905650487472482,0.0424058848983124,0.9481591638489357,1.0062899675018344
O2813841502026100,徐汇区_车辆地磁探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9644616836146348,0.0163349199480744,0.9481267636665605,1.0063948002935317
O2813841502026074,徐汇区天平街道_火灾探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9556557291120662,0.0075724794461272,0.948083249665939,1.006499633085229
O2813841502026044,徐汇区康健街道_感烟探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9600587063633504,0.0123323236694071,0.9477263826939434,1.0066044658769262
O2813841502026167,徐汇区_结构监测多元传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9496802599853236,0.0022717438338381,0.9474085161514855,1.0067092986686235
O2813841502026153,徐汇区_倾斜监测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9549218995701856,0.0075724794461272,0.9473494201240584,1.0068141314603207
O2813841502026151,徐汇区_蓝牙嗅探传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9548170667784884,0.0075724794461272,0.9472445873323613,1.006918964252018
O2813841502026064,徐汇区天平街道_门禁设备_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9547122339867912,0.0075724794461272,0.947139754540664,1.0070237970437153
O2813841502025091,徐汇区土地管理业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9843799140371108,0.037321505841627,0.9470584081954838,1.0071286298354125
O2813841502026161,徐汇区_噪音检测传感器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9541880700283047,0.0075724794461272,0.9466155905821776,1.0072334626271098
O2813841502025076,徐汇区租赁业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9834364189118356,0.037321505841627,0.9461149130702087,1.007338295418807
O2813841502026078,徐汇区天平街道_输入输出模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9582765489044972,0.0123323236694071,0.9459442252350901,1.0074431282105043
O2813841502026152,徐汇区_消防控制柜传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9580668833211028,0.0123323236694071,0.9457345596516957,1.0075479610022016
O2813841502026109,徐汇区_倾角震动传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9575427193626166,0.0123323236694071,0.9452103956932095,1.0076527937938988
O2813841502026066,徐汇区天平街道_感温探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9574378865709194,0.0123323236694071,0.9451055629015124,1.007757626585596
O2813841502026040,徐汇区枫林街道_模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9613166998637174,0.0163349199480744,0.944981779915643,1.0078624593772934
O2813841502026160,徐汇区_防火门监控器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9471642729845896,0.0022717438338381,0.9448925291507515,1.0079672921689906
O2813841502025085,徐汇区专业技术服务业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9918230422476152,0.047382085677196,0.9444409565704192,1.0080721249606877
O2813841502026138,徐汇区_垃圾满溢探测传感器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9647761819897264,0.0205538727823453,0.944222309207381,1.008176957752385
O2813841502026172,徐汇区_电弧灭弧探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9508334206939932,0.0075724794461272,0.9432609412478661,1.0082817905440822
O2813841502026164,徐汇区_空调控制器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.950728587902296,0.0075724794461272,0.9431561084561688,1.0083866233357794
O2813841502026057,徐汇区斜土街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9553412307369744,0.0123323236694071,0.9430089070675673,1.0084914561274767
O2813841502026111,徐汇区_消防主管网压力_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9635181884893594,0.0205538727823453,0.9429643157070141,1.008596288919174
O2813841502026076,徐汇区长桥街道_消火栓按钮传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9629940245308732,0.0205538727823453,0.9424401517485279,1.008701121710871
O2813841502026060,徐汇区漕河泾街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9586958800712864,0.0163349199480744,0.9423609601232119,1.0088059545025683
O2813841502026028,徐汇区斜土街道_门禁设备_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.9546074011950938,0.0123323236694071,0.9422750775256867,1.0089107872942655
O2813841502025094,徐汇区房屋建筑业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9845895796205052,0.0424058848983124,0.9421836947221928,1.0090156200859628
O2813841502026039,徐汇区虹梅街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9583813816961946,0.0163349199480744,0.9420464617481201,1.00912045287766
O2813841502026080,徐汇区天平街道_消火栓按钮传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9623650277806898,0.0205538727823453,0.9418111549983444,1.0092252856693573
O2813841502026162,徐汇区_火焰探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9440192892336724,0.0022717438338381,0.9417475453998343,1.0093301184610546
O2813841502025086,徐汇区互联网和相关服务单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9888877240800924,0.047382085677196,0.9415056384028964,1.0094349512527518
O2813841502026150,徐汇区_喷淋泵反馈_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9488415976517456,0.0075724794461272,0.9412691182056184,1.009539784044449
O2813841502026159,徐汇区_电表监控传感器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.953454240486424,0.0123323236694071,0.941121916817017,1.0096446168361464
O2813841502026075,徐汇区虹梅街道_门禁设备_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9531397421113325,0.0123323236694071,0.9408074184419254,1.0097494496278436
O2813841502026095,徐汇区_智能面板灯_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.9570185554041304,0.0163349199480744,0.9406836354560559,1.009854282419541
O2813841502026158,徐汇区_消防泵反馈_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9428661285250026,0.0022717438338381,0.9405943846911645,1.0099591152112382
O2813841502026157,徐汇区_红外火灾探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9481077681098647,0.0075724794461272,0.9405352886637376,1.0100639480029354
O2813841502026099,徐汇区_卷帘半降_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.9477932697347732,0.0075724794461272,0.940220790288646,1.0101687807946327
O2813841502026166,徐汇区_消防补风机传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9470594401928925,0.0075724794461272,0.9394869607467653,1.01027361358633
O2813841502025074,徐汇区研究和试验发展单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9867910682461474,0.047382085677196,0.9394089825689513,1.0103784463780272
O2813841502026163,徐汇区_中继模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9416081350246356,0.0022717438338381,0.9393363911907975,1.0104832791697242
O2813841502026171,徐汇区_排烟窗传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9415033022329384,0.0022717438338381,0.9392315583991003,1.0105881119614215
O2813841502026141,徐汇区_挡烟垂壁传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9554460635286718,0.0163349199480744,0.9391111435805974,1.0106929447531188
O2813841502025093,徐汇区建筑安装业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9855330747457804,0.047382085677196,0.9381509890685844,1.010797777544816
O2813841502026149,徐汇区_线型感温探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9543977356116994,0.0163349199480744,0.938062815663625,1.0109026103365133
O2813841502026045,徐汇区虹梅街道_模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9585910472795892,0.0205538727823453,0.9380371744972439,1.0110074431282106
O2813841502026173,徐汇区_裂缝监测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9455917811091308,0.0075724794461272,0.9380193016630036,1.0111122759199076
O2813841502026128,徐汇区_电气火灾监控报警器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.970227487157983,0.0323453050627434,0.9378821820952397,1.0112171087116049
O2813841502026104,徐汇区_蓝牙基站_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9540832372366076,0.0163349199480744,0.9377483172885333,1.0113219415033021
O2813841502026147,徐汇区_消防水泵_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.945172449942342,0.0075724794461272,0.9375999704962148,1.0114267742949994
O2813841502026124,徐汇区_控制模块(应急照明强启)_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9794527728273404,0.0424058848983124,0.937046887929028,1.0115316070866966
O2813841502026123,徐汇区_气体检测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.969388824824405,0.0323453050627434,0.9370435197616617,1.011636439878394
O2813841502025075,徐汇区科技推广和应用服务业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9792955236397946,0.0424058848983124,0.9368896387414821,1.0117412726700912
O2813841502026154,徐汇区_报警阀_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.944333787608764,0.0075724794461272,0.9367613081626368,1.0118461054617884
O2813841502026041,徐汇区湖南街道_火灾烟雾探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9690743264493134,0.0323453050627434,0.93672902138657,1.0119509382534857
O2813841502026165,徐汇区_打印机_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9385679840654156,0.0022717438338381,0.9362962402315775,1.012055771045183
O2813841502026144,徐汇区_声光警报传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9567040570290388,0.0205538727823453,0.9361501842466935,1.0121606038368802
O2813841502026170,徐汇区_消防水池_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9383583184820212,0.0022717438338381,0.9360865746481831,1.0122654366285775
O2813841502025073,徐汇区电气机械和器材制造业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9927665373728902,0.0567935958459541,0.9359729415269361,1.0123702694202747
O2813841502026105,徐汇区_门禁释放_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9564943914456442,0.0205538727823453,0.9359405186632989,1.012475102211972
O2813841502026168,徐汇区_泡沫液泵_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9380438201069294,0.0022717438338381,0.9357720762730913,1.0125799350036693
O2813841502026148,徐汇区_放气指示灯_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9519865814026628,0.0163349199480744,0.9356516614545884,1.0126847677953665
O2813841502026143,徐汇区_抓拍摄像机_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9514624174441766,0.0163349199480744,0.9351274974961021,1.0127896005870638
O2813841502025096,徐汇区教育单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9819687598280742,0.047382085677196,0.9345866741508781,1.0128944333787608
O2813841502025103,徐汇区餐饮业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9911940454974316,0.0567935958459541,0.9344004496514775,1.012999266170458
O2813841502026142,徐汇区_气体灭火控制器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9563895586539468,0.0240155776720034,0.9323739809819435,1.0131040989621554
O2813841502025112,徐汇区单位食堂企业,民生服务,数据产品,有条件开放,1,54,1.0,0.993081035747982,0.0612289052358286,0.9318521305121534,1.0132089317538526
O2813841502026155,徐汇区_智能手环（守护宝）_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9558653946954608,0.0240155776720034,0.9318498170234575,1.0133137645455499
O2813841502026146,徐汇区_排烟阀口传感器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9510430862773877,0.0205538727823453,0.9304892134950423,1.013418597337247
O2813841502026126,徐汇区_探测回路控制器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9581717161128,0.0276936391172652,0.9304780769955349,1.0135234301289442
O2813841502026145,徐汇区_压力计_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9461159450676172,0.0163349199480744,0.9297810251195429,1.0136282629206415
O2813841502026137,徐汇区_管网监测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9503092567355068,0.0205538727823453,0.9297553839531615,1.0137330957123387
O2813841502026136,徐汇区_常闭送风口_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.94601111227592,0.0163349199480744,0.9296761923278456,1.013837928504036
O2813841502025099,徐汇区货币金融服务单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9863717370793584,0.0567935958459541,0.9295781412334043,1.0139427612957332
O2813841502026169,徐汇区_无线摄像机_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.936576161023168,0.0075724794461272,0.9290036815770408,1.0140475940874305
O2813841502025066,徐汇区广播、电视、电影和录音制作业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9942341964566516,0.0653396797922977,0.9288945166643539,1.0141524268791278
O2813841502026098,徐汇区_睡眠仪_物联设备信息,卫生健康,数据产品,有条件开放,1,54,1.0,0.9603732047384422,0.0323453050627434,0.9280278996756989,1.014257259670825
O2813841502025088,徐汇区住宿业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.984484746828808,0.0567935958459541,0.9276911509828539,1.0143620924625223
O2813841502026131,徐汇区_水压监测传感器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9699129887828912,0.0424058848983124,0.9275071038845788,1.0144669252542196
O2813841502026140,徐汇区_全景鹰眼_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9478981025264704,0.0205538727823453,0.9273442297441251,1.0145717580459168
O2813841502026082,徐汇区湖南街道_门禁设备_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9513575846524792,0.0240155776720034,0.9273420069804759,1.014676590837614
O2813841502026084,徐汇区湖南街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9474787713596812,0.0205538727823453,0.9269248985773358,1.0147814236293113
O2813841502026081,徐汇区凌云街道_模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9462207778593144,0.0205538727823453,0.925666905076969,1.0148862564210086
O2813841502026038,徐汇区天平街道_手动火灾报警按钮_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9677115001572492,0.0424058848983124,0.9253056152589367,1.0149910892127059
O2813841502026029,徐汇区漕河泾街道_火灾烟雾探测传感器_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.9670825034070656,0.0424058848983124,0.9246766185087532,1.0150959220044031
O2813841502026176,徐汇区_温度检测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9407694726910578,0.0163349199480744,0.9244345527429834,1.0152007547961002
O2813841502025089,徐汇区公共设施管理业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9856379075374776,0.0612289052358286,0.924409002301649,1.0153055875877974
O2813841502026132,徐汇区_消防水箱_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9518817486109656,0.0276936391172652,0.9241881094937004,1.0154104203794947
O2813841502026175,徐汇区_水浸探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9400356431491772,0.0163349199480744,0.9237007232011027,1.015515253171192
O2813841502026096,徐汇区_应急照明_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.955970227487158,0.0323453050627434,0.9236249224244146,1.0156200859628892
O2813841502025101,徐汇区通用设备制造业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9874200649963308,0.0653396797922977,0.9220803852040331,1.0157249187545865
O2813841502026174,徐汇区_市政管网压力_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9423419645665164,0.0205538727823453,0.9217880917841711,1.0158297515462835
O2813841502025111,徐汇区餐饮服务企业,经济建设,数据产品,有条件开放,1,54,1.0,0.9921375406227068,0.0704240588489831,0.9217134817737237,1.0159345843379808
O2813841502026088,徐汇区长桥街道_感温探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9453821155257364,0.0240155776720034,0.921366537853733,1.016039417129678
O2813841502026070,徐汇区华泾镇_模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9578572177377084,0.037321505841627,0.9205357118960814,1.0161442499213753
O2813841502026087,徐汇区龙华街道_模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9675018345738547,0.047382085677196,0.9201197488966587,1.0162490827130726
O2813841502026101,徐汇区_智慧电表_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.9476884369430758,0.0276936391172652,0.9199947978258106,1.0163539155047698
O2813841502025063,徐汇区国际组织单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9890973896634868,0.0704240588489831,0.9186733308145038,1.016458748296467
O2813841502025108,徐汇区律师事务所,经济建设,数据产品,有条件开放,1,54,1.0,0.9550267323618828,0.037321505841627,0.9177052265202559,1.0165635810881644
O2813841502025081,徐汇区道路运输业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9742111332424782,0.0567935958459541,0.9174175373965241,1.0166684138798616
O2813841502026106,徐汇区_网关_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.9410839710661496,0.0240155776720034,0.9170683933941463,1.0167732466715589
O2813841502026086,徐汇区天平街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.944753118775553,0.0276936391172652,0.9170594796582878,1.0168780794632561
O2813841502026134,徐汇区_新风机_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.9442289548170668,0.0276936391172652,0.9165353156998016,1.0169829122549534
O2813841502026133,徐汇区_半球摄像机_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9484222664849564,0.0323453050627434,0.9160769614222131,1.0170877450466507
O2813841502025098,徐汇区电信、广播电视和卫星传输服务单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9920327078310096,0.0761575075724794,0.9158752002585302,1.017192577838348
O2813839472025061,金山区博物馆活动表,文化休闲,数据接口,无条件开放,1,54,1.0,0.947373938567984,0.0324450772986167,0.9149288612693673,1.0172974106300452
O2813841502026125,徐汇区_人体活动探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9650906803648182,0.0519255733448723,0.9131651070199458,1.0174022434217425
O2813841502025097,徐汇区文化艺术业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9885732257050004,0.0761575075724794,0.912415718132521,1.0175070762134397
O2813839472025069,金山区博物馆活动场次表,文化休闲,数据接口,无条件开放,1,54,1.0,0.9445434531921584,0.0324450772986167,0.9120983758935417,1.0176119090051368
O2813841502026130,徐汇区_感声火灾探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9593248768214696,0.047382085677196,0.9119427911442736,1.017716741796834
O2813841502026112,徐汇区_可燃气体探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.96844532969913,0.0567935958459541,0.9116517338531759,1.0178215745885313
O2813841502025116,徐汇区企业股权冻结信息,经济建设,数据产品,有条件开放,1,54,1.0,0.9666631722402768,0.0567935958459541,0.9098695763943226,1.0179264073802285
O2813841502026036,徐汇区徐家汇街道_门禁设备_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.96121186707202,0.0519255733448723,0.9092862937271478,1.0180312401719258
O2813841502025109,徐汇区内资企业信息,经济建设,数据产品,有条件开放,1,54,1.0,0.981025264702799,0.0761575075724794,0.9048677571303196,1.018136072963623
O2813841502025100,徐汇区软件和信息技术服务业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9792955236397946,0.0761575075724794,0.9031380160673151,1.0182409057553201
O2813841502025084,徐汇区零售业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9732676381172032,0.0704240588489831,0.9028435792682201,1.0183457385470174
O2813841502026120,徐汇区_冲击震动监测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9727434741587168,0.0704240588489831,0.9023194153097337,1.0184505713387146
O2813841502026129,徐汇区_警报装置_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9509382534856904,0.0519255733448723,0.899012680140818,1.018555404130412
O2813841502026121,徐汇区_井盖监控传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.968969493657616,0.0704240588489831,0.8985454348086329,1.0186602369221092
O2813841502025015,徐汇区枫林街道养老机构信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9224237341440402,0.0276936391172652,0.894730095026775,1.0187650697138064
O2813841502025107,徐汇区民办非单位,机构团体,数据产品,有条件开放,1,54,1.0,0.9418178006080302,0.047382085677196,0.8944357149308342,1.0188699025055037
O2813841502025018,徐汇区华泾镇养老机构信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9267218786036272,0.0323453050627434,0.8943765735408838,1.018974735297201
O2813841502025003,徐汇区虹梅街道楼宇基础信息表,民生服务,数据产品,有条件开放,1,54,1.0,0.921899570185554,0.0276936391172652,0.8942059310682888,1.0190795680888982
O2813841502025023,徐汇区田林街道养老机构信息,民生服务,数据产品,有条件开放,1,54,1.0,0.920379494705944,0.0276936391172652,0.8926858555886789,1.0191844008805955
O2813841502026089,徐汇区天平街道_模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9494705944019288,0.0567935958459541,0.8926769985559747,1.0192892336722927
O2813841502025105,徐汇区基层工会单位,机构团体,数据产品,有条件开放,1,54,1.0,0.9437047908585806,0.0519255733448723,0.8917792175137083,1.01939406646399
O2813841502025008,徐汇区龙华街道楼宇基础信息表,民生服务,数据产品,有条件开放,1,54,1.0,0.9156096026837196,0.0240155776720034,0.8915940250117163,1.0194988992556873
O2813841502026113,徐汇区_消火栓泵_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.955550896320369,0.0653396797922977,0.8902112165280713,1.0196037320473845
O2813841502026110,徐汇区_智能水表_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.9441241220253695,0.0567935958459541,0.8873305261794154,1.0197085648390818
O2813841502025009,徐汇区天平街道楼宇基础信息表,民生服务,数据产品,有条件开放,1,54,1.0,0.9141943599958068,0.0276936391172652,0.8865007208785416,1.0198658140266277
O2813841502025011,徐汇区斜土街道楼宇基础信息表,民生服务,数据产品,有条件开放,1,54,1.0,0.9141943599958068,0.0276936391172652,0.8865007208785416,1.0198658140266277
O2813841502025019,徐汇区康健街道养老机构信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9225285669357376,0.037321505841627,0.8852070610941106,1.0200230632141734
O2813841502025012,徐汇区徐家汇街道楼宇基础信息表,民生服务,数据产品,有条件开放,1,54,1.0,0.9222140685606458,0.037321505841627,0.8848925627190188,1.0201278960058706
O2813841502026083,徐汇区长桥街道_手动火灾报警按钮_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9608973686969284,0.0761575075724794,0.884739861124449,1.0202327287975679
O2813841502025020,徐汇区凌云街道养老机构信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9211657406436732,0.037321505841627,0.8838442348020462,1.0203375615892651
O2813841502025022,徐汇区天平街道养老机构信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9196456651640632,0.037321505841627,0.8823241593224362,1.0204423943809624
O2813841502025025,徐汇区徐家汇街道养老机构信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9241010588111962,0.0424058848983124,0.8816951739128838,1.0205472271726594
O2813841502025005,徐汇区华泾镇楼宇基础信息表,民生服务,数据产品,有条件开放,1,54,1.0,0.9187545864346368,0.037321505841627,0.8814330805930098,1.0206520599643567
O2813841502026085,徐汇区康健街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9449627843589474,0.0653396797922977,0.8796231045666497,1.020756892756054
O2813841502025021,徐汇区龙华街道养老机构信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9217947373938568,0.0424058848983124,0.8793888524955443,1.0208617255477512
O2813841502025010,徐汇区田林街道楼宇基础信息表,民生服务,数据产品,有条件开放,1,54,1.0,0.9157144354754168,0.037321505841627,0.8783929296337898,1.0209665583394485
