model,fold,n,r2,mae,rmse,spearman_corr,spearman_p,pearson_corr,pearson_p,best_iteration
CatBoostRegressor,1,1908,0.9024058712943013,0.062405994129834795,0.09025903684689779,0.9482650830006606,0.0,0.9499535803860678,0.0,899
CatBoostRegressor,2,1908,0.9127029733056292,0.05860378948577223,0.0862123536635364,0.9539466656776435,0.0,0.955432302975408,0.0,898
CatBoostRegressor,3,1908,0.9175887458371862,0.058257752061081025,0.08108304923230131,0.9571124678316992,0.0,0.9579412833209247,0.0,899
CatBoostRegressor,4,1908,0.9141108913192637,0.05973168023029259,0.08464264584616171,0.9546807676706958,0.0,0.9561357879108426,0.0,899
CatBoostRegressor,5,1908,0.9154515274753003,0.06116909351921789,0.08452762497859147,0.9565948965128196,0.0,0.9569881246272419,0.0,899
