开放属性,total_count,candidate_count,avg_actual,avg_potential,avg_dormant_score,candidate_rate
有条件开放,4018,587,0.39419882259801364,0.46012115466771264,0.06592233206969901,0.14609258337481335
无条件开放,5522,524,0.5769846307137234,0.5290172402291072,-0.0479673904846162,0.09489315465411083
